--------------------------------------
| rollout/                |          |
|    std                  | 1.57         |
|    value_loss           | 0.0661       |
------------------------------------------
Traceback (most recent call last):
  File "main.py", line 84, in <module>
    main()
  File "main.py", line 40, in main
    model.learn(total_timesteps=60000000)
  File "/home/kim/anaconda3/envs/torch_rl/lib/python3.6/site-packages/stable_baselines3/ppo/ppo.py", line 264, in learn
    reset_num_timesteps=reset_num_timesteps,
  File "/home/kim/anaconda3/envs/torch_rl/lib/python3.6/site-packages/stable_baselines3/common/on_policy_algorithm.py", line 258, in learn
    wandb_dict["Mean Reward"] = np.mean(true_reward)
NameError: name 'true_reward' is not defined
