--------------------------------------
| rollout/                |          |
|    total_timesteps      | 49152        |
| train/                  |              |
|    approx_kl            | 0.0033531208 |
|    clip_fraction        | 0.00993      |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -763         |
|    learning_rate        | 1e-05        |
|    loss                 | 9.21         |
|    n_updates            | 33           |
|    policy_gradient_loss | -0.00605     |
|    std                  | 0.2          |
|    value_loss           | 16           |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 23           |
|    ep_reward_mean       | 11.8         |
|    mimic_body_orient... | 0.0182       |
|    mimic_body_reward    | 0.152        |
|    mimic_body_vel_re... | 0.0112       |
|    mimic_contact_reward | 0.046        |
|    mimic_qpos_reward    | 0.267        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 404          |
|    iterations           | 13           |
|    time_elapsed         | 131          |
|    total_timesteps      | 53248        |
| train/                  |              |
|    approx_kl            | 0.0037217308 |
|    clip_fraction        | 0.0035       |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -588         |
|    learning_rate        | 1e-05        |
|    loss                 | 8.13         |
|    n_updates            | 36           |
|    policy_gradient_loss | -0.0048      |
|    std                  | 0.2          |
|    value_loss           | 16           |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 24.1         |
|    ep_reward_mean       | 12.3         |
|    mimic_body_orient... | 0.0149       |
|    mimic_body_reward    | 0.167        |
|    mimic_body_vel_re... | 0.0167       |
|    mimic_contact_reward | 0.072        |
|    mimic_qpos_reward    | 0.263        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 404          |
|    iterations           | 14           |
|    time_elapsed         | 141          |
|    total_timesteps      | 57344        |
| train/                  |              |
|    approx_kl            | 0.0045811236 |
|    clip_fraction        | 0.00513      |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -431         |
|    learning_rate        | 1e-05        |
|    loss                 | 7.01         |
|    n_updates            | 39           |
|    policy_gradient_loss | -0.00555     |
|    std                  | 0.2          |
|    value_loss           | 15.5         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 24.7         |
|    ep_reward_mean       | 12.6         |
|    mimic_body_orient... | 0.0246       |
|    mimic_body_reward    | 0.163        |
|    mimic_body_vel_re... | 0.0136       |
|    mimic_contact_reward | 0.054        |
|    mimic_qpos_reward    | 0.29         |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 404          |
|    iterations           | 15           |
|    time_elapsed         | 152          |
|    total_timesteps      | 61440        |
| train/                  |              |
|    approx_kl            | 0.0032095748 |
|    clip_fraction        | 0.000732     |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -346         |
|    learning_rate        | 1e-05        |
|    loss                 | 7.37         |
|    n_updates            | 42           |
|    policy_gradient_loss | -0.00445     |
|    std                  | 0.2          |
|    value_loss           | 15.8         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 23.9         |
|    ep_reward_mean       | 12.1         |
|    mimic_body_orient... | 0.0191       |
|    mimic_body_reward    | 0.157        |
|    mimic_body_vel_re... | 0.0121       |
|    mimic_contact_reward | 0.056        |
|    mimic_qpos_reward    | 0.285        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 404          |
|    iterations           | 16           |
|    time_elapsed         | 162          |
|    total_timesteps      | 65536        |
| train/                  |              |
|    approx_kl            | 0.0051132496 |
|    clip_fraction        | 0.0057       |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -266         |
|    learning_rate        | 1e-05        |
|    loss                 | 7.38         |
|    n_updates            | 45           |
|    policy_gradient_loss | -0.0056      |
|    std                  | 0.2          |
|    value_loss           | 15           |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 26          |
|    ep_reward_mean       | 13.1        |
|    mimic_body_orient... | 0.0164      |
|    mimic_body_reward    | 0.131       |
|    mimic_body_vel_re... | 0.00725     |
|    mimic_contact_reward | 0.038       |
|    mimic_qpos_reward    | 0.271       |
|    mimic_qvel_reward    | 0           |
| time/                   |             |
|    fps                  | 404         |
|    iterations           | 17          |
|    time_elapsed         | 172         |
|    total_timesteps      | 69632       |
| train/                  |             |
|    approx_kl            | 0.005592845 |
|    clip_fraction        | 0.00903     |
|    clip_range           | 0.2         |
|    entropy_loss         | 4.38        |
|    explained_variance   | -205        |
|    learning_rate        | 1e-05       |
|    loss                 | 7.11        |
|    n_updates            | 48          |
|    policy_gradient_loss | -0.00602    |
|    std                  | 0.2         |
|    value_loss           | 14.4        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 24.8         |
|    ep_reward_mean       | 12.5         |
|    mimic_body_orient... | 0.0168       |
|    mimic_body_reward    | 0.121        |
|    mimic_body_vel_re... | 0.0101       |
|    mimic_contact_reward | 0.028        |
|    mimic_qpos_reward    | 0.271        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 404          |
|    iterations           | 18           |
|    time_elapsed         | 182          |
|    total_timesteps      | 73728        |
| train/                  |              |
|    approx_kl            | 0.0031779367 |
|    clip_fraction        | 0.000326     |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -177         |
|    learning_rate        | 1e-05        |
|    loss                 | 7.61         |
|    n_updates            | 51           |
|    policy_gradient_loss | -0.00391     |
|    std                  | 0.2          |
|    value_loss           | 15.1         |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 25.7       |
|    ep_reward_mean       | 13         |
|    mimic_body_orient... | 0.0197     |
|    mimic_body_reward    | 0.144      |
|    mimic_body_vel_re... | 0.011      |
|    mimic_contact_reward | 0.052      |
|    mimic_qpos_reward    | 0.284      |
|    mimic_qvel_reward    | 0          |
| time/                   |            |
|    fps                  | 404        |
|    iterations           | 19         |
|    time_elapsed         | 192        |
|    total_timesteps      | 77824      |
| train/                  |            |
|    approx_kl            | 0.00541743 |
|    clip_fraction        | 0.00496    |
|    clip_range           | 0.2        |
|    entropy_loss         | 4.38       |
|    explained_variance   | -132       |
|    learning_rate        | 1e-05      |
|    loss                 | 6.09       |
|    n_updates            | 54         |
|    policy_gradient_loss | -0.00526   |
|    std                  | 0.2        |
|    value_loss           | 14         |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 25.6         |
|    ep_reward_mean       | 13.1         |
|    mimic_body_orient... | 0.00847      |
|    mimic_body_reward    | 0.139        |
|    mimic_body_vel_re... | 0.0108       |
|    mimic_contact_reward | 0.032        |
|    mimic_qpos_reward    | 0.27         |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 404          |
|    iterations           | 20           |
|    time_elapsed         | 202          |
|    total_timesteps      | 81920        |
| train/                  |              |
|    approx_kl            | 0.0021712668 |
|    clip_fraction        | 0.00252      |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -106         |
|    learning_rate        | 1e-05        |
|    loss                 | 6.82         |
|    n_updates            | 57           |
|    policy_gradient_loss | -0.00462     |
|    std                  | 0.2          |
|    value_loss           | 14.1         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 25.5         |
|    ep_reward_mean       | 13           |
|    mimic_body_orient... | 0.0273       |
|    mimic_body_reward    | 0.138        |
|    mimic_body_vel_re... | 0.00965      |
|    mimic_contact_reward | 0.044        |
|    mimic_qpos_reward    | 0.277        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 404          |
|    iterations           | 21           |
|    time_elapsed         | 212          |
|    total_timesteps      | 86016        |
| train/                  |              |
|    approx_kl            | 0.0038030501 |
|    clip_fraction        | 0.00293      |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -93.4        |
|    learning_rate        | 1e-05        |
|    loss                 | 6.82         |
|    n_updates            | 60           |
|    policy_gradient_loss | -0.00514     |
|    std                  | 0.2          |
|    value_loss           | 13.9         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 25.6         |
|    ep_reward_mean       | 13           |
|    mimic_body_orient... | 0.0266       |
|    mimic_body_reward    | 0.127        |
|    mimic_body_vel_re... | 0.00634      |
|    mimic_contact_reward | 0.054        |
|    mimic_qpos_reward    | 0.284        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 404          |
|    iterations           | 22           |
|    time_elapsed         | 222          |
|    total_timesteps      | 90112        |
| train/                  |              |
|    approx_kl            | 0.0027034886 |
|    clip_fraction        | 0.00391      |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -77.3        |
|    learning_rate        | 1e-05        |
|    loss                 | 6.07         |
|    n_updates            | 63           |
|    policy_gradient_loss | -0.00491     |
|    std                  | 0.2          |
|    value_loss           | 13.3         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 25.2        |
|    ep_reward_mean       | 12.7        |
|    mimic_body_orient... | 0.0242      |
|    mimic_body_reward    | 0.167       |
|    mimic_body_vel_re... | 0.0123      |
|    mimic_contact_reward | 0.068       |
|    mimic_qpos_reward    | 0.277       |
|    mimic_qvel_reward    | 0           |
| time/                   |             |
|    fps                  | 404         |
|    iterations           | 23          |
|    time_elapsed         | 233         |
|    total_timesteps      | 94208       |
| train/                  |             |
|    approx_kl            | 0.004953176 |
|    clip_fraction        | 0.00439     |
|    clip_range           | 0.2         |
|    entropy_loss         | 4.38        |
|    explained_variance   | -56.8       |
|    learning_rate        | 1e-05       |
|    loss                 | 5.72        |
|    n_updates            | 66          |
|    policy_gradient_loss | -0.00478    |
|    std                  | 0.2         |
|    value_loss           | 12.3        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 25.4         |
|    ep_reward_mean       | 13           |
|    mimic_body_orient... | 0.015        |
|    mimic_body_reward    | 0.14         |
|    mimic_body_vel_re... | 0.00772      |
|    mimic_contact_reward | 0.052        |
|    mimic_qpos_reward    | 0.267        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 404          |
|    iterations           | 24           |
|    time_elapsed         | 243          |
|    total_timesteps      | 98304        |
| train/                  |              |
|    approx_kl            | 0.0053876876 |
|    clip_fraction        | 0.00724      |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -44.4        |
|    learning_rate        | 1e-05        |
|    loss                 | 6.08         |
|    n_updates            | 69           |
|    policy_gradient_loss | -0.00599     |
|    std                  | 0.2          |
|    value_loss           | 11.9         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 24.5        |
|    ep_reward_mean       | 12.5        |
|    mimic_body_orient... | 0.0238      |
|    mimic_body_reward    | 0.148       |
|    mimic_body_vel_re... | 0.00904     |
|    mimic_contact_reward | 0.04        |
|    mimic_qpos_reward    | 0.265       |
|    mimic_qvel_reward    | 0           |
| time/                   |             |
|    fps                  | 404         |
|    iterations           | 25          |
|    time_elapsed         | 253         |
|    total_timesteps      | 102400      |
| train/                  |             |
|    approx_kl            | 0.004354969 |
|    clip_fraction        | 0.00651     |
|    clip_range           | 0.2         |
|    entropy_loss         | 4.38        |
|    explained_variance   | -38.1       |
|    learning_rate        | 1e-05       |
|    loss                 | 5.86        |
|    n_updates            | 72          |
|    policy_gradient_loss | -0.00548    |
|    std                  | 0.2         |
|    value_loss           | 12.2        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 25.8         |
|    ep_reward_mean       | 13.1         |
|    mimic_body_orient... | 0.0272       |
|    mimic_body_reward    | 0.133        |
|    mimic_body_vel_re... | 0.01         |
|    mimic_contact_reward | 0.048        |
|    mimic_qpos_reward    | 0.283        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 404          |
|    iterations           | 26           |
|    time_elapsed         | 263          |
|    total_timesteps      | 106496       |
| train/                  |              |
|    approx_kl            | 0.0060593355 |
|    clip_fraction        | 0.00928      |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -30.4        |
|    learning_rate        | 1e-05        |
|    loss                 | 5.57         |
|    n_updates            | 75           |
|    policy_gradient_loss | -0.00592     |
|    std                  | 0.2          |
|    value_loss           | 11.1         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 25.6         |
|    ep_reward_mean       | 12.9         |
|    mimic_body_orient... | 0.0147       |
|    mimic_body_reward    | 0.14         |
|    mimic_body_vel_re... | 0.00974      |
|    mimic_contact_reward | 0.052        |
|    mimic_qpos_reward    | 0.272        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 404          |
|    iterations           | 27           |
|    time_elapsed         | 273          |
|    total_timesteps      | 110592       |
| train/                  |              |
|    approx_kl            | 0.0078069833 |
|    clip_fraction        | 0.0141       |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -29          |
|    learning_rate        | 1e-05        |
|    loss                 | 5.43         |
|    n_updates            | 78           |
|    policy_gradient_loss | -0.00714     |
|    std                  | 0.2          |
|    value_loss           | 11.1         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 25.6        |
|    ep_reward_mean       | 13          |
|    mimic_body_orient... | 0.0138      |
|    mimic_body_reward    | 0.124       |
|    mimic_body_vel_re... | 0.0076      |
|    mimic_contact_reward | 0.028       |
|    mimic_qpos_reward    | 0.259       |
|    mimic_qvel_reward    | 0           |
| time/                   |             |
|    fps                  | 404         |
|    iterations           | 28          |
|    time_elapsed         | 283         |
|    total_timesteps      | 114688      |
| train/                  |             |
|    approx_kl            | 0.006120573 |
|    clip_fraction        | 0.00903     |
|    clip_range           | 0.2         |
|    entropy_loss         | 4.38        |
|    explained_variance   | -22.6       |
|    learning_rate        | 1e-05       |
|    loss                 | 5.03        |
|    n_updates            | 81          |
|    policy_gradient_loss | -0.00612    |
|    std                  | 0.2         |
|    value_loss           | 10.4        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 26          |
|    ep_reward_mean       | 13.3        |
|    mimic_body_orient... | 0.0154      |
|    mimic_body_reward    | 0.12        |
|    mimic_body_vel_re... | 0.00437     |
|    mimic_contact_reward | 0.04        |
|    mimic_qpos_reward    | 0.262       |
|    mimic_qvel_reward    | 0           |
| time/                   |             |
|    fps                  | 404         |
|    iterations           | 29          |
|    time_elapsed         | 293         |
|    total_timesteps      | 118784      |
| train/                  |             |
|    approx_kl            | 0.005752472 |
|    clip_fraction        | 0.0127      |
|    clip_range           | 0.2         |
|    entropy_loss         | 4.38        |
|    explained_variance   | -19.5       |
|    learning_rate        | 1e-05       |
|    loss                 | 4.44        |
|    n_updates            | 84          |
|    policy_gradient_loss | -0.0066     |
|    std                  | 0.2         |
|    value_loss           | 10.9        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 27.2        |
|    ep_reward_mean       | 13.7        |
|    mimic_body_orient... | 0.0116      |
|    mimic_body_reward    | 0.148       |
|    mimic_body_vel_re... | 0.00969     |
|    mimic_contact_reward | 0.07        |
|    mimic_qpos_reward    | 0.272       |
|    mimic_qvel_reward    | 0           |
| time/                   |             |
|    fps                  | 404         |
|    iterations           | 30          |
|    time_elapsed         | 304         |
|    total_timesteps      | 122880      |
| train/                  |             |
|    approx_kl            | 0.007940231 |
|    clip_fraction        | 0.0188      |
|    clip_range           | 0.2         |
|    entropy_loss         | 4.38        |
|    explained_variance   | -15.9       |
|    learning_rate        | 1e-05       |
|    loss                 | 5.24        |
|    n_updates            | 87          |
|    policy_gradient_loss | -0.00624    |
|    std                  | 0.2         |
|    value_loss           | 10.5        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 27.8       |
|    ep_reward_mean       | 14         |
|    mimic_body_orient... | 0.0216     |
|    mimic_body_reward    | 0.169      |
|    mimic_body_vel_re... | 0.0131     |
|    mimic_contact_reward | 0.058      |
|    mimic_qpos_reward    | 0.271      |
|    mimic_qvel_reward    | 0          |
| time/                   |            |
|    fps                  | 403        |
|    iterations           | 31         |
|    time_elapsed         | 314        |
|    total_timesteps      | 126976     |
| train/                  |            |
|    approx_kl            | 0.00983355 |
|    clip_fraction        | 0.0143     |
|    clip_range           | 0.2        |
|    entropy_loss         | 4.38       |
|    explained_variance   | -12.3      |
|    learning_rate        | 1e-05      |
|    loss                 | 4.9        |
|    n_updates            | 90         |
|    policy_gradient_loss | -0.00595   |
|    std                  | 0.2        |
|    value_loss           | 10.2       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 26.1        |
|    ep_reward_mean       | 13.3        |
|    mimic_body_orient... | 0.0128      |
|    mimic_body_reward    | 0.143       |
|    mimic_body_vel_re... | 0.00759     |
|    mimic_contact_reward | 0.062       |
|    mimic_qpos_reward    | 0.271       |
|    mimic_qvel_reward    | 0           |
| time/                   |             |
|    fps                  | 403         |
|    iterations           | 32          |
|    time_elapsed         | 324         |
|    total_timesteps      | 131072      |
| train/                  |             |
|    approx_kl            | 0.008007241 |
|    clip_fraction        | 0.0186      |
|    clip_range           | 0.2         |
|    entropy_loss         | 4.38        |
|    explained_variance   | -11.1       |
|    learning_rate        | 1e-05       |
|    loss                 | 4.63        |
|    n_updates            | 93          |
|    policy_gradient_loss | -0.00607    |
|    std                  | 0.2         |
|    value_loss           | 10.2        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 25.6        |
|    ep_reward_mean       | 12.8        |
|    mimic_body_orient... | 0.00845     |
|    mimic_body_reward    | 0.135       |
|    mimic_body_vel_re... | 0.00838     |
|    mimic_contact_reward | 0.032       |
|    mimic_qpos_reward    | 0.259       |
|    mimic_qvel_reward    | 0           |
| time/                   |             |
|    fps                  | 403         |
|    iterations           | 33          |
|    time_elapsed         | 334         |
|    total_timesteps      | 135168      |
| train/                  |             |
|    approx_kl            | 0.008663052 |
|    clip_fraction        | 0.0267      |
|    clip_range           | 0.2         |
|    entropy_loss         | 4.38        |
|    explained_variance   | -8.24       |
