--------------------------------------
| rollout/                |          |
|    learning_rate        | 1e-05       |
|    loss                 | 2.71        |
|    n_updates            | 12          |
|    policy_gradient_loss | -0.00659    |
|    std                  | 0.2         |
|    value_loss           | 6.06        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 22.3         |
|    ep_reward_mean       | 7.61         |
|    mimic_body_reward    | 0.068        |
|    mimic_body_vel_re... | 0.00615      |
|    mimic_contact_reward | 0.038        |
|    mimic_ee_reward      | 0.0147       |
|    mimic_qpos_reward    | 0.189        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 276          |
|    iterations           | 6            |
|    time_elapsed         | 88           |
|    total_timesteps      | 24576        |
| train/                  |              |
|    approx_kl            | 0.0077987537 |
|    clip_fraction        | 0.0103       |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -4.35e+03    |
|    learning_rate        | 1e-05        |
|    loss                 | 3.06         |
|    n_updates            | 15           |
|    policy_gradient_loss | -0.00628     |
|    std                  | 0.2          |
|    value_loss           | 6.17         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 22.5         |
|    ep_reward_mean       | 7.47         |
|    mimic_body_reward    | 0.0649       |
|    mimic_body_vel_re... | 0.00797      |
|    mimic_contact_reward | 0.026        |
|    mimic_ee_reward      | 0.0103       |
|    mimic_qpos_reward    | 0.167        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 277          |
|    iterations           | 7            |
|    time_elapsed         | 103          |
|    total_timesteps      | 28672        |
| train/                  |              |
|    approx_kl            | 0.0057912245 |
|    clip_fraction        | 0.00675      |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -2.56e+03    |
|    learning_rate        | 1e-05        |
|    loss                 | 3.06         |
|    n_updates            | 18           |
|    policy_gradient_loss | -0.00556     |
|    std                  | 0.2          |
|    value_loss           | 6.05         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 22.9        |
|    ep_reward_mean       | 7.6         |
|    mimic_body_reward    | 0.0775      |
|    mimic_body_vel_re... | 0.0102      |
|    mimic_contact_reward | 0.042       |
|    mimic_ee_reward      | 0.015       |
|    mimic_qpos_reward    | 0.186       |
|    mimic_qvel_reward    | 0           |
| time/                   |             |
|    fps                  | 278         |
|    iterations           | 8           |
|    time_elapsed         | 117         |
|    total_timesteps      | 32768       |
| train/                  |             |
|    approx_kl            | 0.006563906 |
|    clip_fraction        | 0.0131      |
|    clip_range           | 0.2         |
|    entropy_loss         | 4.38        |
|    explained_variance   | -1.62e+03   |
|    learning_rate        | 1e-05       |
|    loss                 | 3.14        |
|    n_updates            | 21          |
|    policy_gradient_loss | -0.00637    |
|    std                  | 0.2         |
|    value_loss           | 5.98        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 21.7         |
|    ep_reward_mean       | 7.31         |
|    mimic_body_reward    | 0.0662       |
|    mimic_body_vel_re... | 0.00644      |
|    mimic_contact_reward | 0.036        |
|    mimic_ee_reward      | 0.0128       |
|    mimic_qpos_reward    | 0.179        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 279          |
|    iterations           | 9            |
|    time_elapsed         | 132          |
|    total_timesteps      | 36864        |
| train/                  |              |
|    approx_kl            | 0.0066153277 |
|    clip_fraction        | 0.0108       |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -1.11e+03    |
|    learning_rate        | 1e-05        |
|    loss                 | 2.86         |
|    n_updates            | 24           |
|    policy_gradient_loss | -0.0063      |
|    std                  | 0.2          |
|    value_loss           | 6.08         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 23          |
|    ep_reward_mean       | 7.83        |
|    mimic_body_reward    | 0.0855      |
|    mimic_body_vel_re... | 0.0114      |
|    mimic_contact_reward | 0.052       |
|    mimic_ee_reward      | 0.0183      |
|    mimic_qpos_reward    | 0.193       |
|    mimic_qvel_reward    | 0           |
| time/                   |             |
|    fps                  | 279         |
|    iterations           | 10          |
|    time_elapsed         | 146         |
|    total_timesteps      | 40960       |
| train/                  |             |
|    approx_kl            | 0.004598665 |
|    clip_fraction        | 0.00806     |
|    clip_range           | 0.2         |
|    entropy_loss         | 4.38        |
|    explained_variance   | -723        |
|    learning_rate        | 1e-05       |
|    loss                 | 2.73        |
|    n_updates            | 27          |
|    policy_gradient_loss | -0.00607    |
|    std                  | 0.2         |
|    value_loss           | 5.65        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 23.2        |
|    ep_reward_mean       | 7.63        |
|    mimic_body_reward    | 0.05        |
|    mimic_body_vel_re... | 0.00754     |
|    mimic_contact_reward | 0.042       |
|    mimic_ee_reward      | 0.00576     |
|    mimic_qpos_reward    | 0.154       |
|    mimic_qvel_reward    | 0           |
| time/                   |             |
|    fps                  | 279         |
|    iterations           | 11          |
|    time_elapsed         | 161         |
|    total_timesteps      | 45056       |
| train/                  |             |
|    approx_kl            | 0.004171784 |
|    clip_fraction        | 0.00586     |
|    clip_range           | 0.2         |
|    entropy_loss         | 4.38        |
|    explained_variance   | -492        |
|    learning_rate        | 1e-05       |
|    loss                 | 3.25        |
|    n_updates            | 30          |
|    policy_gradient_loss | -0.00574    |
|    std                  | 0.2         |
|    value_loss           | 6.04        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 23.4        |
|    ep_reward_mean       | 7.81        |
|    mimic_body_reward    | 0.0759      |
|    mimic_body_vel_re... | 0.0101      |
|    mimic_contact_reward | 0.054       |
|    mimic_ee_reward      | 0.0137      |
|    mimic_qpos_reward    | 0.175       |
|    mimic_qvel_reward    | 0           |
| time/                   |             |
|    fps                  | 280         |
|    iterations           | 12          |
|    time_elapsed         | 175         |
|    total_timesteps      | 49152       |
| train/                  |             |
|    approx_kl            | 0.010905257 |
|    clip_fraction        | 0.0138      |
|    clip_range           | 0.2         |
|    entropy_loss         | 4.38        |
|    explained_variance   | -362        |
|    learning_rate        | 1e-05       |
|    loss                 | 2.11        |
|    n_updates            | 33          |
|    policy_gradient_loss | -0.00678    |
|    std                  | 0.2         |
|    value_loss           | 5.36        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 23.4         |
|    ep_reward_mean       | 7.71         |
|    mimic_body_reward    | 0.0669       |
|    mimic_body_vel_re... | 0.0119       |
|    mimic_contact_reward | 0.036        |
|    mimic_ee_reward      | 0.00874      |
|    mimic_qpos_reward    | 0.174        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 280          |
|    iterations           | 13           |
|    time_elapsed         | 189          |
|    total_timesteps      | 53248        |
| train/                  |              |
|    approx_kl            | 0.0064048376 |
|    clip_fraction        | 0.0149       |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -276         |
|    learning_rate        | 1e-05        |
|    loss                 | 2.99         |
|    n_updates            | 36           |
|    policy_gradient_loss | -0.00689     |
|    std                  | 0.2          |
|    value_loss           | 5.77         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 24.3        |
|    ep_reward_mean       | 8.01        |
|    mimic_body_reward    | 0.0692      |
|    mimic_body_vel_re... | 0.0119      |
|    mimic_contact_reward | 0.052       |
|    mimic_ee_reward      | 0.0139      |
|    mimic_qpos_reward    | 0.171       |
|    mimic_qvel_reward    | 0           |
| time/                   |             |
|    fps                  | 280         |
|    iterations           | 14          |
|    time_elapsed         | 204         |
|    total_timesteps      | 57344       |
| train/                  |             |
|    approx_kl            | 0.008022135 |
|    clip_fraction        | 0.0167      |
|    clip_range           | 0.2         |
|    entropy_loss         | 4.38        |
|    explained_variance   | -197        |
|    learning_rate        | 1e-05       |
|    loss                 | 2.2         |
|    n_updates            | 39          |
|    policy_gradient_loss | -0.00657    |
|    std                  | 0.2         |
|    value_loss           | 5.14        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 24           |
|    ep_reward_mean       | 8.08         |
|    mimic_body_reward    | 0.0622       |
|    mimic_body_vel_re... | 0.0112       |
|    mimic_contact_reward | 0.042        |
|    mimic_ee_reward      | 0.0117       |
|    mimic_qpos_reward    | 0.187        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 280          |
|    iterations           | 15           |
|    time_elapsed         | 218          |
|    total_timesteps      | 61440        |
| train/                  |              |
|    approx_kl            | 0.0071732653 |
|    clip_fraction        | 0.00854      |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -158         |
|    learning_rate        | 1e-05        |
|    loss                 | 2.6          |
|    n_updates            | 42           |
|    policy_gradient_loss | -0.00596     |
|    std                  | 0.2          |
|    value_loss           | 5.23         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 25.7         |
|    ep_reward_mean       | 8.3          |
|    mimic_body_reward    | 0.0755       |
|    mimic_body_vel_re... | 0.0112       |
|    mimic_contact_reward | 0.06         |
|    mimic_ee_reward      | 0.015        |
|    mimic_qpos_reward    | 0.175        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 280          |
|    iterations           | 16           |
|    time_elapsed         | 233          |
|    total_timesteps      | 65536        |
| train/                  |              |
|    approx_kl            | 0.0034210226 |
|    clip_fraction        | 0.00415      |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -125         |
|    learning_rate        | 1e-05        |
|    loss                 | 2.4          |
|    n_updates            | 45           |
|    policy_gradient_loss | -0.00482     |
|    std                  | 0.2          |
|    value_loss           | 5.15         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 25.4         |
|    ep_reward_mean       | 8.46         |
|    mimic_body_reward    | 0.066        |
|    mimic_body_vel_re... | 0.0145       |
|    mimic_contact_reward | 0.044        |
|    mimic_ee_reward      | 0.0136       |
|    mimic_qpos_reward    | 0.167        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 280          |
|    iterations           | 17           |
|    time_elapsed         | 248          |
|    total_timesteps      | 69632        |
| train/                  |              |
|    approx_kl            | 0.0044207145 |
|    clip_fraction        | 0.0168       |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -104         |
|    learning_rate        | 1e-05        |
|    loss                 | 2.45         |
|    n_updates            | 48           |
|    policy_gradient_loss | -0.00711     |
|    std                  | 0.2          |
|    value_loss           | 5.09         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 24.1         |
|    ep_reward_mean       | 7.91         |
|    mimic_body_reward    | 0.0786       |
|    mimic_body_vel_re... | 0.0124       |
|    mimic_contact_reward | 0.064        |
|    mimic_ee_reward      | 0.015        |
|    mimic_qpos_reward    | 0.188        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 280          |
|    iterations           | 18           |
|    time_elapsed         | 262          |
|    total_timesteps      | 73728        |
| train/                  |              |
|    approx_kl            | 0.0054941624 |
|    clip_fraction        | 0.00578      |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -79.2        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.38         |
|    n_updates            | 51           |
|    policy_gradient_loss | -0.00576     |
|    std                  | 0.2          |
|    value_loss           | 5.17         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 24.9        |
|    ep_reward_mean       | 7.97        |
|    mimic_body_reward    | 0.0495      |
|    mimic_body_vel_re... | 0.00777     |
|    mimic_contact_reward | 0.042       |
|    mimic_ee_reward      | 0.00896     |
|    mimic_qpos_reward    | 0.162       |
|    mimic_qvel_reward    | 0           |
| time/                   |             |
|    fps                  | 280         |
|    iterations           | 19          |
|    time_elapsed         | 277         |
|    total_timesteps      | 77824       |
| train/                  |             |
|    approx_kl            | 0.006812211 |
|    clip_fraction        | 0.0149      |
|    clip_range           | 0.2         |
|    entropy_loss         | 4.38        |
|    explained_variance   | -62.7       |
|    learning_rate        | 1e-05       |
|    loss                 | 1.94        |
|    n_updates            | 54          |
|    policy_gradient_loss | -0.00634    |
|    std                  | 0.2         |
|    value_loss           | 4.72        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 26.2         |
|    ep_reward_mean       | 8.54         |
|    mimic_body_reward    | 0.0361       |
|    mimic_body_vel_re... | 0.00695      |
|    mimic_contact_reward | 0.044        |
|    mimic_ee_reward      | 0.00889      |
|    mimic_qpos_reward    | 0.165        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 280          |
|    iterations           | 20           |
|    time_elapsed         | 292          |
|    total_timesteps      | 81920        |
| train/                  |              |
|    approx_kl            | 0.0043811533 |
|    clip_fraction        | 0.012        |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -46.5        |
|    learning_rate        | 1e-05        |
|    loss                 | 1.64         |
|    n_updates            | 57           |
|    policy_gradient_loss | -0.00595     |
|    std                  | 0.2          |
|    value_loss           | 4.34         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 25.1         |
|    ep_reward_mean       | 8.36         |
|    mimic_body_reward    | 0.0517       |
|    mimic_body_vel_re... | 0.00868      |
|    mimic_contact_reward | 0.05         |
|    mimic_ee_reward      | 0.0135       |
|    mimic_qpos_reward    | 0.184        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 279          |
|    iterations           | 21           |
|    time_elapsed         | 307          |
|    total_timesteps      | 86016        |
| train/                  |              |
|    approx_kl            | 0.0031824443 |
|    clip_fraction        | 0.0146       |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -44.3        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.27         |
|    n_updates            | 60           |
|    policy_gradient_loss | -0.00685     |
|    std                  | 0.2          |
|    value_loss           | 4.8          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 26.5        |
|    ep_reward_mean       | 8.64        |
|    mimic_body_reward    | 0.0837      |
|    mimic_body_vel_re... | 0.0146      |
|    mimic_contact_reward | 0.06        |
|    mimic_ee_reward      | 0.014       |
|    mimic_qpos_reward    | 0.185       |
|    mimic_qvel_reward    | 0           |
| time/                   |             |
|    fps                  | 279         |
|    iterations           | 22          |
|    time_elapsed         | 322         |
|    total_timesteps      | 90112       |
| train/                  |             |
|    approx_kl            | 0.009979289 |
|    clip_fraction        | 0.0226      |
|    clip_range           | 0.2         |
|    entropy_loss         | 4.38        |
|    explained_variance   | -36.7       |
|    learning_rate        | 1e-05       |
|    loss                 | 1.97        |
|    n_updates            | 63          |
|    policy_gradient_loss | -0.00775    |
|    std                  | 0.2         |
|    value_loss           | 4.55        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 25.5        |
|    ep_reward_mean       | 8.48        |
|    mimic_body_reward    | 0.0705      |
|    mimic_body_vel_re... | 0.0131      |
|    mimic_contact_reward | 0.05        |
|    mimic_ee_reward      | 0.0146      |
|    mimic_qpos_reward    | 0.185       |
|    mimic_qvel_reward    | 0           |
| time/                   |             |
|    fps                  | 280         |
|    iterations           | 23          |
|    time_elapsed         | 336         |
|    total_timesteps      | 94208       |
| train/                  |             |
|    approx_kl            | 0.008743242 |
|    clip_fraction        | 0.0195      |
|    clip_range           | 0.2         |
|    entropy_loss         | 4.38        |
|    explained_variance   | -27         |
|    learning_rate        | 1e-05       |
|    loss                 | 2.34        |
|    n_updates            | 66          |
|    policy_gradient_loss | -0.0069     |
|    std                  | 0.2         |
|    value_loss           | 4.41        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 26.5        |
|    ep_reward_mean       | 8.79        |
|    mimic_body_reward    | 0.0558      |
|    mimic_body_vel_re... | 0.00842     |
|    mimic_contact_reward | 0.028       |
|    mimic_ee_reward      | 0.0132      |
|    mimic_qpos_reward    | 0.181       |
|    mimic_qvel_reward    | 0           |
| time/                   |             |
|    fps                  | 280         |
|    iterations           | 24          |
|    time_elapsed         | 351         |
|    total_timesteps      | 98304       |
| train/                  |             |
|    approx_kl            | 0.008145915 |
|    clip_fraction        | 0.0179      |
|    clip_range           | 0.2         |
|    entropy_loss         | 4.38        |
|    explained_variance   | -22.8       |
|    learning_rate        | 1e-05       |
|    loss                 | 2.09        |
|    n_updates            | 69          |
|    policy_gradient_loss | -0.00713    |
|    std                  | 0.2         |
|    value_loss           | 4.3         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 26.2         |
|    ep_reward_mean       | 8.51         |
|    mimic_body_reward    | 0.0969       |
|    mimic_body_vel_re... | 0.013        |
|    mimic_contact_reward | 0.06         |
|    mimic_ee_reward      | 0.0189       |
|    mimic_qpos_reward    | 0.201        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 280          |
|    iterations           | 25           |
|    time_elapsed         | 365          |
|    total_timesteps      | 102400       |
| train/                  |              |
|    approx_kl            | 0.0098992465 |
|    clip_fraction        | 0.0219       |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -19.8        |
|    learning_rate        | 1e-05        |
|    loss                 | 1.8          |
|    n_updates            | 72           |
|    policy_gradient_loss | -0.0079      |
|    std                  | 0.2          |
|    value_loss           | 4.27         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 27.3         |
|    ep_reward_mean       | 8.74         |
|    mimic_body_reward    | 0.101        |
|    mimic_body_vel_re... | 0.0199       |
|    mimic_contact_reward | 0.074        |
|    mimic_ee_reward      | 0.0142       |
|    mimic_qpos_reward    | 0.18         |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 280          |
|    iterations           | 26           |
|    time_elapsed         | 379          |
|    total_timesteps      | 106496       |
| train/                  |              |
|    approx_kl            | 0.0064309444 |
|    clip_fraction        | 0.0195       |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -15.3        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.03         |
|    n_updates            | 75           |
|    policy_gradient_loss | -0.00664     |
|    std                  | 0.2          |
|    value_loss           | 4.04         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 28          |
|    ep_reward_mean       | 8.9         |
|    mimic_body_reward    | 0.0513      |
|    mimic_body_vel_re... | 0.0147      |
|    mimic_contact_reward | 0.058       |
|    mimic_ee_reward      | 0.00785     |
|    mimic_qpos_reward    | 0.171       |
|    mimic_qvel_reward    | 0           |
| time/                   |             |
|    fps                  | 280         |
|    iterations           | 27          |
|    time_elapsed         | 394         |
|    total_timesteps      | 110592      |
| train/                  |             |
|    approx_kl            | 0.007854848 |
|    clip_fraction        | 0.0249      |
|    clip_range           | 0.2         |
|    entropy_loss         | 4.38        |
|    explained_variance   | -12.5       |
|    learning_rate        | 1e-05       |
|    loss                 | 1.76        |
|    n_updates            | 78          |
|    policy_gradient_loss | -0.00669    |
|    std                  | 0.2         |
|    value_loss           | 4           |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 28.1        |
|    ep_reward_mean       | 9.26        |
|    mimic_body_reward    | 0.0886      |
|    mimic_body_vel_re... | 0.0167      |
|    mimic_contact_reward | 0.04        |
|    mimic_ee_reward      | 0.0136      |
|    mimic_qpos_reward    | 0.174       |
|    mimic_qvel_reward    | 0           |
| time/                   |             |
|    fps                  | 279         |
|    iterations           | 28          |
|    time_elapsed         | 409         |
|    total_timesteps      | 114688      |
| train/                  |             |
|    approx_kl            | 0.008270797 |
|    clip_fraction        | 0.035       |
|    clip_range           | 0.2         |
|    entropy_loss         | 4.38        |
|    explained_variance   | -10.6       |
|    learning_rate        | 1e-05       |
|    loss                 | 1.64        |
|    n_updates            | 81          |
|    policy_gradient_loss | -0.00824    |
|    std                  | 0.2         |
|    value_loss           | 3.84        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 27.4        |
|    ep_reward_mean       | 8.88        |
|    mimic_body_reward    | 0.0377      |
|    mimic_body_vel_re... | 0.00801     |
|    mimic_contact_reward | 0.046       |
|    mimic_ee_reward      | 0.00668     |
|    mimic_qpos_reward    | 0.164       |
|    mimic_qvel_reward    | 0           |
| time/                   |             |
|    fps                  | 279         |
|    iterations           | 29          |
|    time_elapsed         | 424         |
|    total_timesteps      | 118784      |
| train/                  |             |
|    approx_kl            | 0.009526627 |
|    clip_fraction        | 0.0377      |
|    clip_range           | 0.2         |
|    entropy_loss         | 4.38        |
|    explained_variance   | -8.73       |
|    learning_rate        | 1e-05       |
|    loss                 | 1.89        |
|    n_updates            | 84          |
|    policy_gradient_loss | -0.00874    |
|    std                  | 0.2         |
|    value_loss           | 4.1         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 28.7         |
|    ep_reward_mean       | 9.14         |
|    mimic_body_reward    | 0.111        |
|    mimic_body_vel_re... | 0.0147       |
|    mimic_contact_reward | 0.062        |
|    mimic_ee_reward      | 0.00983      |
|    mimic_qpos_reward    | 0.167        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 279          |
|    iterations           | 30           |
|    time_elapsed         | 439          |
|    total_timesteps      | 122880       |
| train/                  |              |
|    approx_kl            | 0.0049236827 |
|    clip_fraction        | 0.0155       |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -6.94        |
|    learning_rate        | 1e-05        |
|    loss                 | 1.88         |
|    n_updates            | 87           |
|    policy_gradient_loss | -0.00574     |
|    std                  | 0.2          |
|    value_loss           | 3.88         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 27.9         |
|    ep_reward_mean       | 8.95         |
|    mimic_body_reward    | 0.0568       |
|    mimic_body_vel_re... | 0.00458      |
|    mimic_contact_reward | 0.042        |
|    mimic_ee_reward      | 0.0105       |
|    mimic_qpos_reward    | 0.171        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 279          |
|    iterations           | 31           |
|    time_elapsed         | 455          |
|    total_timesteps      | 126976       |
| train/                  |              |
|    approx_kl            | 0.0038666269 |
|    clip_fraction        | 0.0293       |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -6.16        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.05         |
|    n_updates            | 90           |
|    policy_gradient_loss | -0.00782     |
|    std                  | 0.2          |
|    value_loss           | 4.05         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 28.1        |
|    ep_reward_mean       | 8.98        |
|    mimic_body_reward    | 0.0691      |
|    mimic_body_vel_re... | 0.0111      |
|    mimic_contact_reward | 0.05        |
|    mimic_ee_reward      | 0.00911     |
|    mimic_qpos_reward    | 0.168       |
|    mimic_qvel_reward    | 0           |
| time/                   |             |
|    fps                  | 279         |
|    iterations           | 32          |
|    time_elapsed         | 469         |
|    total_timesteps      | 131072      |
| train/                  |             |
|    approx_kl            | 0.009291261 |
|    clip_fraction        | 0.0234      |
|    clip_range           | 0.2         |
|    entropy_loss         | 4.38        |
|    explained_variance   | -4.48       |
|    learning_rate        | 1e-05       |
|    loss                 | 1.98        |
|    n_updates            | 93          |
|    policy_gradient_loss | -0.00761    |
|    std                  | 0.2         |
|    value_loss           | 3.8         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 28.6        |
|    ep_reward_mean       | 9.08        |
|    mimic_body_reward    | 0.0448      |
|    mimic_body_vel_re... | 0.00932     |
|    mimic_contact_reward | 0.032       |
|    mimic_ee_reward      | 0.0101      |
|    mimic_qpos_reward    | 0.168       |
|    mimic_qvel_reward    | 0           |
| time/                   |             |
|    fps                  | 279         |
|    iterations           | 33          |
|    time_elapsed         | 483         |
|    total_timesteps      | 135168      |
