--------------------------------------
| rollout/                |          |
|    policy_gradient_loss | -0.00613     |
|    std                  | 0.2          |
|    value_loss           | 4.8          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 25.5         |
|    ep_reward_mean       | 6.91         |
|    mimic_body_reward    | 0.0318       |
|    mimic_body_vel_re... | 0.00155      |
|    mimic_contact_reward | 0.076        |
|    mimic_ee_reward      | 0            |
|    mimic_qpos_reward    | 0.134        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 365          |
|    iterations           | 4            |
|    time_elapsed         | 44           |
|    total_timesteps      | 16384        |
| train/                  |              |
|    approx_kl            | 0.0055917776 |
|    clip_fraction        | 0.0116       |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -1.9e+04     |
|    learning_rate        | 1e-05        |
|    loss                 | 2.29         |
|    n_updates            | 9            |
|    policy_gradient_loss | -0.00619     |
|    std                  | 0.2          |
|    value_loss           | 4.41         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 24.2         |
|    ep_reward_mean       | 6.61         |
|    mimic_body_reward    | 0.0529       |
|    mimic_body_vel_re... | 0.000668     |
|    mimic_contact_reward | 0.084        |
|    mimic_ee_reward      | 0            |
|    mimic_qpos_reward    | 0.136        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 367          |
|    iterations           | 5            |
|    time_elapsed         | 55           |
|    total_timesteps      | 20480        |
| train/                  |              |
|    approx_kl            | 0.0055222725 |
|    clip_fraction        | 0.0142       |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -9.6e+03     |
|    learning_rate        | 1e-05        |
|    loss                 | 2.38         |
|    n_updates            | 12           |
|    policy_gradient_loss | -0.00643     |
|    std                  | 0.2          |
|    value_loss           | 5.02         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 26.9         |
|    ep_reward_mean       | 7.41         |
|    mimic_body_reward    | 0.0429       |
|    mimic_body_vel_re... | 7.58e-05     |
|    mimic_contact_reward | 0.078        |
|    mimic_ee_reward      | 0            |
|    mimic_qpos_reward    | 0.125        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 371          |
|    iterations           | 6            |
|    time_elapsed         | 66           |
|    total_timesteps      | 24576        |
| train/                  |              |
|    approx_kl            | 0.0044239387 |
|    clip_fraction        | 0.00684      |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -4.41e+03    |
|    learning_rate        | 1e-05        |
|    loss                 | 1.91         |
|    n_updates            | 15           |
|    policy_gradient_loss | -0.00561     |
|    std                  | 0.2          |
|    value_loss           | 4.21         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 24.9         |
|    ep_reward_mean       | 6.93         |
|    mimic_body_reward    | 0.0273       |
|    mimic_body_vel_re... | 3.36e-05     |
|    mimic_contact_reward | 0.068        |
|    mimic_ee_reward      | 0            |
|    mimic_qpos_reward    | 0.144        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 373          |
|    iterations           | 7            |
|    time_elapsed         | 76           |
|    total_timesteps      | 28672        |
| train/                  |              |
|    approx_kl            | 0.0056395773 |
|    clip_fraction        | 0.0171       |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -2.89e+03    |
|    learning_rate        | 1e-05        |
|    loss                 | 2.26         |
|    n_updates            | 18           |
|    policy_gradient_loss | -0.00689     |
|    std                  | 0.2          |
|    value_loss           | 4.87         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 24.8        |
|    ep_reward_mean       | 7.02        |
|    mimic_body_reward    | 0.0561      |
|    mimic_body_vel_re... | 0.000864    |
|    mimic_contact_reward | 0.072       |
|    mimic_ee_reward      | 0           |
|    mimic_qpos_reward    | 0.15        |
|    mimic_qvel_reward    | 0           |
| time/                   |             |
|    fps                  | 376         |
|    iterations           | 8           |
|    time_elapsed         | 87          |
|    total_timesteps      | 32768       |
| train/                  |             |
|    approx_kl            | 0.004827221 |
|    clip_fraction        | 0.0159      |
|    clip_range           | 0.2         |
|    entropy_loss         | 4.38        |
|    explained_variance   | -1.6e+03    |
|    learning_rate        | 1e-05       |
|    loss                 | 2.36        |
|    n_updates            | 21          |
|    policy_gradient_loss | -0.00718    |
|    std                  | 0.2         |
|    value_loss           | 4.61        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 24.8         |
|    ep_reward_mean       | 6.92         |
|    mimic_body_reward    | 0.0231       |
|    mimic_body_vel_re... | 0.000694     |
|    mimic_contact_reward | 0.07         |
|    mimic_ee_reward      | 0            |
|    mimic_qpos_reward    | 0.147        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 377          |
|    iterations           | 9            |
|    time_elapsed         | 97           |
|    total_timesteps      | 36864        |
| train/                  |              |
|    approx_kl            | 0.0031949258 |
|    clip_fraction        | 0.00586      |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -1.03e+03    |
|    learning_rate        | 1e-05        |
|    loss                 | 2.27         |
|    n_updates            | 24           |
|    policy_gradient_loss | -0.00528     |
|    std                  | 0.2          |
|    value_loss           | 4.41         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 26.6         |
|    ep_reward_mean       | 7.29         |
|    mimic_body_reward    | 0.0671       |
|    mimic_body_vel_re... | 0.000402     |
|    mimic_contact_reward | 0.086        |
|    mimic_ee_reward      | 0            |
|    mimic_qpos_reward    | 0.157        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 379          |
|    iterations           | 10           |
|    time_elapsed         | 108          |
|    total_timesteps      | 40960        |
| train/                  |              |
|    approx_kl            | 0.0049356977 |
|    clip_fraction        | 0.00407      |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -659         |
|    learning_rate        | 1e-05        |
|    loss                 | 2.23         |
|    n_updates            | 27           |
|    policy_gradient_loss | -0.00503     |
|    std                  | 0.2          |
|    value_loss           | 4.41         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 26.6         |
|    ep_reward_mean       | 7.43         |
|    mimic_body_reward    | 0.0458       |
|    mimic_body_vel_re... | 0.00277      |
|    mimic_contact_reward | 0.078        |
|    mimic_ee_reward      | 0            |
|    mimic_qpos_reward    | 0.133        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 380          |
|    iterations           | 11           |
|    time_elapsed         | 118          |
|    total_timesteps      | 45056        |
| train/                  |              |
|    approx_kl            | 0.0024429471 |
|    clip_fraction        | 0.00448      |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -457         |
|    learning_rate        | 1e-05        |
|    loss                 | 2.24         |
|    n_updates            | 30           |
|    policy_gradient_loss | -0.00507     |
|    std                  | 0.2          |
|    value_loss           | 4.22         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 25.5        |
|    ep_reward_mean       | 7.06        |
|    mimic_body_reward    | 0.0476      |
|    mimic_body_vel_re... | 0.000293    |
|    mimic_contact_reward | 0.084       |
|    mimic_ee_reward      | 0           |
|    mimic_qpos_reward    | 0.132       |
|    mimic_qvel_reward    | 0           |
| time/                   |             |
|    fps                  | 381         |
|    iterations           | 12          |
|    time_elapsed         | 128         |
|    total_timesteps      | 49152       |
| train/                  |             |
|    approx_kl            | 0.002364433 |
|    clip_fraction        | 0.00724     |
|    clip_range           | 0.2         |
|    entropy_loss         | 4.38        |
|    explained_variance   | -316        |
|    learning_rate        | 1e-05       |
|    loss                 | 2.21        |
|    n_updates            | 33          |
|    policy_gradient_loss | -0.00548    |
|    std                  | 0.2         |
|    value_loss           | 4.16        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 27.2        |
|    ep_reward_mean       | 7.5         |
|    mimic_body_reward    | 0.0192      |
|    mimic_body_vel_re... | 0.000979    |
|    mimic_contact_reward | 0.066       |
|    mimic_ee_reward      | 0           |
|    mimic_qpos_reward    | 0.119       |
|    mimic_qvel_reward    | 0           |
| time/                   |             |
|    fps                  | 382         |
|    iterations           | 13          |
|    time_elapsed         | 139         |
|    total_timesteps      | 53248       |
| train/                  |             |
|    approx_kl            | 0.004120813 |
|    clip_fraction        | 0.00863     |
|    clip_range           | 0.2         |
|    entropy_loss         | 4.38        |
|    explained_variance   | -205        |
|    learning_rate        | 1e-05       |
|    loss                 | 1.97        |
|    n_updates            | 36          |
|    policy_gradient_loss | -0.00606    |
|    std                  | 0.2         |
|    value_loss           | 3.91        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 26.2        |
|    ep_reward_mean       | 7.19        |
|    mimic_body_reward    | 0.0563      |
|    mimic_body_vel_re... | 0.0018      |
|    mimic_contact_reward | 0.08        |
|    mimic_ee_reward      | 0           |
|    mimic_qpos_reward    | 0.147       |
|    mimic_qvel_reward    | 0           |
| time/                   |             |
|    fps                  | 383         |
|    iterations           | 14          |
|    time_elapsed         | 149         |
|    total_timesteps      | 57344       |
| train/                  |             |
|    approx_kl            | 0.005075018 |
|    clip_fraction        | 0.00448     |
|    clip_range           | 0.2         |
|    entropy_loss         | 4.38        |
|    explained_variance   | -160        |
|    learning_rate        | 1e-05       |
|    loss                 | 1.82        |
|    n_updates            | 39          |
|    policy_gradient_loss | -0.00537    |
|    std                  | 0.2         |
|    value_loss           | 4.06        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 27.5        |
|    ep_reward_mean       | 7.61        |
|    mimic_body_reward    | 0.0479      |
|    mimic_body_vel_re... | 0.00106     |
|    mimic_contact_reward | 0.076       |
|    mimic_ee_reward      | 0           |
|    mimic_qpos_reward    | 0.134       |
|    mimic_qvel_reward    | 0           |
| time/                   |             |
|    fps                  | 384         |
|    iterations           | 15          |
|    time_elapsed         | 159         |
|    total_timesteps      | 61440       |
| train/                  |             |
|    approx_kl            | 0.006213614 |
|    clip_fraction        | 0.0131      |
|    clip_range           | 0.2         |
|    entropy_loss         | 4.38        |
|    explained_variance   | -118        |
|    learning_rate        | 1e-05       |
|    loss                 | 1.5         |
|    n_updates            | 42          |
|    policy_gradient_loss | -0.0062     |
|    std                  | 0.2         |
|    value_loss           | 3.63        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 25.2         |
|    ep_reward_mean       | 7.01         |
|    mimic_body_reward    | 0.0396       |
|    mimic_body_vel_re... | 0.00242      |
|    mimic_contact_reward | 0.066        |
|    mimic_ee_reward      | 0            |
|    mimic_qpos_reward    | 0.148        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 384          |
|    iterations           | 16           |
|    time_elapsed         | 170          |
|    total_timesteps      | 65536        |
| train/                  |              |
|    approx_kl            | 0.0026966834 |
|    clip_fraction        | 0.00798      |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -92          |
|    learning_rate        | 1e-05        |
|    loss                 | 1.7          |
|    n_updates            | 45           |
|    policy_gradient_loss | -0.00588     |
|    std                  | 0.2          |
|    value_loss           | 3.9          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 25.3         |
|    ep_reward_mean       | 7.06         |
|    mimic_body_reward    | 0.0239       |
|    mimic_body_vel_re... | 0.00147      |
|    mimic_contact_reward | 0.066        |
|    mimic_ee_reward      | 0            |
|    mimic_qpos_reward    | 0.136        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 385          |
|    iterations           | 17           |
|    time_elapsed         | 180          |
|    total_timesteps      | 69632        |
| train/                  |              |
|    approx_kl            | 0.0044157896 |
|    clip_fraction        | 0.00789      |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -63.9        |
|    learning_rate        | 1e-05        |
|    loss                 | 1.67         |
|    n_updates            | 48           |
|    policy_gradient_loss | -0.00605     |
|    std                  | 0.2          |
|    value_loss           | 3.42         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 27.1        |
|    ep_reward_mean       | 7.58        |
|    mimic_body_reward    | 0.0503      |
|    mimic_body_vel_re... | 0.00086     |
|    mimic_contact_reward | 0.072       |
|    mimic_ee_reward      | 0           |
|    mimic_qpos_reward    | 0.143       |
|    mimic_qvel_reward    | 0           |
| time/                   |             |
|    fps                  | 385         |
|    iterations           | 18          |
|    time_elapsed         | 191         |
|    total_timesteps      | 73728       |
| train/                  |             |
|    approx_kl            | 0.005060861 |
|    clip_fraction        | 0.0152      |
|    clip_range           | 0.2         |
|    entropy_loss         | 4.38        |
|    explained_variance   | -48         |
|    learning_rate        | 1e-05       |
|    loss                 | 1.45        |
|    n_updates            | 51          |
|    policy_gradient_loss | -0.00684    |
|    std                  | 0.2         |
|    value_loss           | 3.21        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 25.7         |
|    ep_reward_mean       | 7.22         |
|    mimic_body_reward    | 0.045        |
|    mimic_body_vel_re... | 0.000546     |
|    mimic_contact_reward | 0.082        |
|    mimic_ee_reward      | 0            |
|    mimic_qpos_reward    | 0.14         |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 386          |
|    iterations           | 19           |
|    time_elapsed         | 201          |
|    total_timesteps      | 77824        |
| train/                  |              |
|    approx_kl            | 0.0033393512 |
|    clip_fraction        | 0.00212      |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -36.6        |
|    learning_rate        | 1e-05        |
|    loss                 | 1.42         |
|    n_updates            | 54           |
|    policy_gradient_loss | -0.00479     |
|    std                  | 0.2          |
|    value_loss           | 3.31         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 24.3         |
|    ep_reward_mean       | 6.7          |
|    mimic_body_reward    | 0.0614       |
|    mimic_body_vel_re... | 0.00125      |
|    mimic_contact_reward | 0.074        |
|    mimic_ee_reward      | 0            |
|    mimic_qpos_reward    | 0.163        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 386          |
|    iterations           | 20           |
|    time_elapsed         | 212          |
|    total_timesteps      | 81920        |
| train/                  |              |
|    approx_kl            | 0.0062106205 |
|    clip_fraction        | 0.0134       |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -29.8        |
|    learning_rate        | 1e-05        |
|    loss                 | 1.62         |
|    n_updates            | 57           |
|    policy_gradient_loss | -0.00642     |
|    std                  | 0.2          |
|    value_loss           | 3.03         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 26.8         |
|    ep_reward_mean       | 7.49         |
|    mimic_body_reward    | 0.0566       |
|    mimic_body_vel_re... | 0.00163      |
|    mimic_contact_reward | 0.082        |
|    mimic_ee_reward      | 0            |
|    mimic_qpos_reward    | 0.156        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 386          |
|    iterations           | 21           |
|    time_elapsed         | 222          |
|    total_timesteps      | 86016        |
| train/                  |              |
|    approx_kl            | 0.0053089317 |
|    clip_fraction        | 0.00806      |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -23.9        |
|    learning_rate        | 1e-05        |
|    loss                 | 1.43         |
|    n_updates            | 60           |
|    policy_gradient_loss | -0.00516     |
|    std                  | 0.2          |
|    value_loss           | 2.72         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 26.3         |
|    ep_reward_mean       | 7.24         |
|    mimic_body_reward    | 0.0521       |
|    mimic_body_vel_re... | 0.000863     |
|    mimic_contact_reward | 0.082        |
|    mimic_ee_reward      | 0            |
|    mimic_qpos_reward    | 0.161        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 387          |
|    iterations           | 22           |
|    time_elapsed         | 232          |
|    total_timesteps      | 90112        |
| train/                  |              |
|    approx_kl            | 0.0019936033 |
|    clip_fraction        | 0.0272       |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -18.2        |
|    learning_rate        | 1e-05        |
|    loss                 | 0.994        |
|    n_updates            | 63           |
|    policy_gradient_loss | -0.00843     |
|    std                  | 0.2          |
|    value_loss           | 2.7          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 27.2         |
|    ep_reward_mean       | 7.71         |
|    mimic_body_reward    | 0.0314       |
|    mimic_body_vel_re... | 0.00129      |
|    mimic_contact_reward | 0.064        |
|    mimic_ee_reward      | 0            |
|    mimic_qpos_reward    | 0.143        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 387          |
|    iterations           | 23           |
|    time_elapsed         | 243          |
|    total_timesteps      | 94208        |
| train/                  |              |
|    approx_kl            | 0.0056954366 |
|    clip_fraction        | 0.0166       |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -16          |
|    learning_rate        | 1e-05        |
|    loss                 | 1.41         |
|    n_updates            | 66           |
|    policy_gradient_loss | -0.00668     |
|    std                  | 0.2          |
|    value_loss           | 2.7          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 27          |
|    ep_reward_mean       | 7.59        |
|    mimic_body_reward    | 0.0512      |
|    mimic_body_vel_re... | 0.00172     |
|    mimic_contact_reward | 0.07        |
|    mimic_ee_reward      | 0           |
|    mimic_qpos_reward    | 0.153       |
|    mimic_qvel_reward    | 0           |
| time/                   |             |
|    fps                  | 387         |
|    iterations           | 24          |
|    time_elapsed         | 253         |
|    total_timesteps      | 98304       |
| train/                  |             |
|    approx_kl            | 0.004757199 |
|    clip_fraction        | 0.0213      |
|    clip_range           | 0.2         |
|    entropy_loss         | 4.38        |
|    explained_variance   | -12.8       |
|    learning_rate        | 1e-05       |
|    loss                 | 1.24        |
|    n_updates            | 69          |
|    policy_gradient_loss | -0.00694    |
|    std                  | 0.2         |
|    value_loss           | 2.77        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 25.2         |
|    ep_reward_mean       | 7.09         |
|    mimic_body_reward    | 0.0532       |
|    mimic_body_vel_re... | 0.000599     |
|    mimic_contact_reward | 0.068        |
|    mimic_ee_reward      | 0            |
|    mimic_qpos_reward    | 0.16         |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 387          |
|    iterations           | 25           |
|    time_elapsed         | 264          |
|    total_timesteps      | 102400       |
| train/                  |              |
|    approx_kl            | 0.0027267896 |
|    clip_fraction        | 0.00968      |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -9.77        |
|    learning_rate        | 1e-05        |
|    loss                 | 1.26         |
|    n_updates            | 72           |
|    policy_gradient_loss | -0.00513     |
|    std                  | 0.2          |
|    value_loss           | 2.76         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 28.4         |
|    ep_reward_mean       | 7.9          |
|    mimic_body_reward    | 0.0477       |
|    mimic_body_vel_re... | 0.000169     |
|    mimic_contact_reward | 0.078        |
|    mimic_ee_reward      | 0            |
|    mimic_qpos_reward    | 0.16         |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 388          |
|    iterations           | 26           |
|    time_elapsed         | 274          |
|    total_timesteps      | 106496       |
| train/                  |              |
|    approx_kl            | 0.0045024743 |
|    clip_fraction        | 0.0221       |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -8.22        |
|    learning_rate        | 1e-05        |
|    loss                 | 1.29         |
|    n_updates            | 75           |
|    policy_gradient_loss | -0.0075      |
|    std                  | 0.2          |
|    value_loss           | 2.78         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 29           |
|    ep_reward_mean       | 8.04         |
|    mimic_body_reward    | 0.0599       |
|    mimic_body_vel_re... | 0.000691     |
|    mimic_contact_reward | 0.078        |
|    mimic_ee_reward      | 0            |
|    mimic_qpos_reward    | 0.152        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 388          |
|    iterations           | 27           |
|    time_elapsed         | 284          |
|    total_timesteps      | 110592       |
| train/                  |              |
|    approx_kl            | 0.0045444607 |
|    clip_fraction        | 0.0187       |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -7.79        |
|    learning_rate        | 1e-05        |
|    loss                 | 1.44         |
|    n_updates            | 78           |
|    policy_gradient_loss | -0.00698     |
|    std                  | 0.2          |
|    value_loss           | 2.98         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 28          |
|    ep_reward_mean       | 7.76        |
|    mimic_body_reward    | 0.0656      |
|    mimic_body_vel_re... | 0.00117     |
|    mimic_contact_reward | 0.094       |
|    mimic_ee_reward      | 0           |
|    mimic_qpos_reward    | 0.149       |
|    mimic_qvel_reward    | 0           |
| time/                   |             |
|    fps                  | 388         |
|    iterations           | 28          |
|    time_elapsed         | 295         |
|    total_timesteps      | 114688      |
| train/                  |             |
|    approx_kl            | 0.005485375 |
|    clip_fraction        | 0.0137      |
|    clip_range           | 0.2         |
|    entropy_loss         | 4.38        |
|    explained_variance   | -6.12       |
|    learning_rate        | 1e-05       |
|    loss                 | 1.34        |
|    n_updates            | 81          |
|    policy_gradient_loss | -0.00634    |
|    std                  | 0.2         |
|    value_loss           | 2.9         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 28.3         |
|    ep_reward_mean       | 7.9          |
|    mimic_body_reward    | 0.0646       |
|    mimic_body_vel_re... | 0.00169      |
|    mimic_contact_reward | 0.08         |
|    mimic_ee_reward      | 0            |
|    mimic_qpos_reward    | 0.143        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 389          |
|    iterations           | 29           |
|    time_elapsed         | 305          |
|    total_timesteps      | 118784       |
| train/                  |              |
|    approx_kl            | 0.0083401995 |
|    clip_fraction        | 0.0353       |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -4.84        |
|    learning_rate        | 1e-05        |
|    loss                 | 1.28         |
|    n_updates            | 84           |
|    policy_gradient_loss | -0.00898     |
|    std                  | 0.2          |
|    value_loss           | 2.73         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 28.1         |
|    ep_reward_mean       | 7.94         |
|    mimic_body_reward    | 0.0366       |
|    mimic_body_vel_re... | 9.14e-05     |
|    mimic_contact_reward | 0.082        |
|    mimic_ee_reward      | 0            |
|    mimic_qpos_reward    | 0.141        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 389          |
|    iterations           | 30           |
|    time_elapsed         | 315          |
|    total_timesteps      | 122880       |
| train/                  |              |
|    approx_kl            | 0.0072898744 |
|    clip_fraction        | 0.0258       |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -4.54        |
|    learning_rate        | 1e-05        |
|    loss                 | 1.46         |
|    n_updates            | 87           |
|    policy_gradient_loss | -0.00732     |
|    std                  | 0.2          |
|    value_loss           | 2.85         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 27.1         |
|    ep_reward_mean       | 7.66         |
|    mimic_body_reward    | 0.0457       |
|    mimic_body_vel_re... | 0.000174     |
|    mimic_contact_reward | 0.094        |
|    mimic_ee_reward      | 0            |
|    mimic_qpos_reward    | 0.132        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 389          |
|    iterations           | 31           |
|    time_elapsed         | 325          |
|    total_timesteps      | 126976       |
| train/                  |              |
|    approx_kl            | 0.0028049317 |
|    clip_fraction        | 0.0194       |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -4.15        |
|    learning_rate        | 1e-05        |
|    loss                 | 1.42         |
|    n_updates            | 90           |
|    policy_gradient_loss | -0.00694     |
|    std                  | 0.2          |
|    value_loss           | 2.92         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 27.5        |
|    ep_reward_mean       | 7.81        |
|    mimic_body_reward    | 0.0536      |
|    mimic_body_vel_re... | 0.000913    |
|    mimic_contact_reward | 0.078       |
|    mimic_ee_reward      | 0           |
|    mimic_qpos_reward    | 0.147       |
|    mimic_qvel_reward    | 0           |
| time/                   |             |
|    fps                  | 390         |
|    iterations           | 32          |
|    time_elapsed         | 335         |
|    total_timesteps      | 131072      |
| train/                  |             |
|    approx_kl            | 0.009468405 |
|    clip_fraction        | 0.0206      |
|    clip_range           | 0.2         |
|    entropy_loss         | 4.38        |
|    explained_variance   | -3.08       |
|    learning_rate        | 1e-05       |
|    loss                 | 1.23        |
|    n_updates            | 93          |
|    policy_gradient_loss | -0.00712    |
|    std                  | 0.2         |
|    value_loss           | 2.58        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 26.5         |
|    ep_reward_mean       | 7.52         |
|    mimic_body_reward    | 0.0377       |
|    mimic_body_vel_re... | 0.000806     |
|    mimic_contact_reward | 0.076        |
|    mimic_ee_reward      | 0            |
|    mimic_qpos_reward    | 0.141        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 390          |
|    iterations           | 33           |
|    time_elapsed         | 345          |
|    total_timesteps      | 135168       |
| train/                  |              |
|    approx_kl            | 0.0031914073 |
|    clip_fraction        | 0.0161       |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
