--------------------------------------
| rollout/                |          |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -2.85e+03    |
|    learning_rate        | 1e-05        |
|    loss                 | 1.93         |
|    n_updates            | 18           |
|    policy_gradient_loss | -0.00591     |
|    std                  | 0.2          |
|    value_loss           | 4.28         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 25.4         |
|    ep_reward_mean       | 7.04         |
|    mimic_body_reward    | 0.0486       |
|    mimic_body_vel_re... | 0.00117      |
|    mimic_contact_reward | 0.084        |
|    mimic_ee_reward      | 0            |
|    mimic_qpos_reward    | 0.149        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 396          |
|    iterations           | 8            |
|    time_elapsed         | 82           |
|    total_timesteps      | 32768        |
| train/                  |              |
|    approx_kl            | 0.0029104906 |
|    clip_fraction        | 0.00651      |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -1.97e+03    |
|    learning_rate        | 1e-05        |
|    loss                 | 2.29         |
|    n_updates            | 21           |
|    policy_gradient_loss | -0.00518     |
|    std                  | 0.2          |
|    value_loss           | 4.59         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 25.7        |
|    ep_reward_mean       | 7.14        |
|    mimic_body_reward    | 0.053       |
|    mimic_body_vel_re... | 0.00273     |
|    mimic_contact_reward | 0.06        |
|    mimic_ee_reward      | 0           |
|    mimic_qpos_reward    | 0.139       |
|    mimic_qvel_reward    | 0           |
| time/                   |             |
|    fps                  | 396         |
|    iterations           | 9           |
|    time_elapsed         | 92          |
|    total_timesteps      | 36864       |
| train/                  |             |
|    approx_kl            | 0.005183742 |
|    clip_fraction        | 0.0164      |
|    clip_range           | 0.2         |
|    entropy_loss         | 4.38        |
|    explained_variance   | -1.11e+03   |
|    learning_rate        | 1e-05       |
|    loss                 | 1.98        |
|    n_updates            | 24          |
|    policy_gradient_loss | -0.0073     |
|    std                  | 0.2         |
|    value_loss           | 4.15        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 26.1        |
|    ep_reward_mean       | 7.2         |
|    mimic_body_reward    | 0.0424      |
|    mimic_body_vel_re... | 8.65e-05    |
|    mimic_contact_reward | 0.092       |
|    mimic_ee_reward      | 0           |
|    mimic_qpos_reward    | 0.133       |
|    mimic_qvel_reward    | 0           |
| time/                   |             |
|    fps                  | 396         |
|    iterations           | 10          |
|    time_elapsed         | 103         |
|    total_timesteps      | 40960       |
| train/                  |             |
|    approx_kl            | 0.004427205 |
|    clip_fraction        | 0.00838     |
|    clip_range           | 0.2         |
|    entropy_loss         | 4.38        |
|    explained_variance   | -795        |
|    learning_rate        | 1e-05       |
|    loss                 | 2.02        |
|    n_updates            | 27          |
|    policy_gradient_loss | -0.00576    |
|    std                  | 0.2         |
|    value_loss           | 4.2         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 27.3        |
|    ep_reward_mean       | 7.49        |
|    mimic_body_reward    | 0.0226      |
|    mimic_body_vel_re... | 7.33e-05    |
|    mimic_contact_reward | 0.052       |
|    mimic_ee_reward      | 0           |
|    mimic_qpos_reward    | 0.14        |
|    mimic_qvel_reward    | 0           |
| time/                   |             |
|    fps                  | 397         |
|    iterations           | 11          |
|    time_elapsed         | 113         |
|    total_timesteps      | 45056       |
| train/                  |             |
|    approx_kl            | 0.005058488 |
|    clip_fraction        | 0.0161      |
|    clip_range           | 0.2         |
|    entropy_loss         | 4.38        |
|    explained_variance   | -552        |
|    learning_rate        | 1e-05       |
|    loss                 | 2.3         |
|    n_updates            | 30          |
|    policy_gradient_loss | -0.00701    |
|    std                  | 0.2         |
|    value_loss           | 4.18        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 27.2        |
|    ep_reward_mean       | 7.57        |
|    mimic_body_reward    | 0.0525      |
|    mimic_body_vel_re... | 0.00164     |
|    mimic_contact_reward | 0.09        |
|    mimic_ee_reward      | 0           |
|    mimic_qpos_reward    | 0.14        |
|    mimic_qvel_reward    | 0           |
| time/                   |             |
|    fps                  | 397         |
|    iterations           | 12          |
|    time_elapsed         | 123         |
|    total_timesteps      | 49152       |
| train/                  |             |
|    approx_kl            | 0.005420902 |
|    clip_fraction        | 0.0107      |
|    clip_range           | 0.2         |
|    entropy_loss         | 4.38        |
|    explained_variance   | -392        |
|    learning_rate        | 1e-05       |
|    loss                 | 2.36        |
|    n_updates            | 33          |
|    policy_gradient_loss | -0.00598    |
|    std                  | 0.2         |
|    value_loss           | 4.38        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 26.2         |
|    ep_reward_mean       | 7.31         |
|    mimic_body_reward    | 0.0361       |
|    mimic_body_vel_re... | 0.000977     |
|    mimic_contact_reward | 0.082        |
|    mimic_ee_reward      | 0            |
|    mimic_qpos_reward    | 0.131        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 397          |
|    iterations           | 13           |
|    time_elapsed         | 133          |
|    total_timesteps      | 53248        |
| train/                  |              |
|    approx_kl            | 0.0026007046 |
|    clip_fraction        | 0.00374      |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -277         |
|    learning_rate        | 1e-05        |
|    loss                 | 1.97         |
|    n_updates            | 36           |
|    policy_gradient_loss | -0.00474     |
|    std                  | 0.2          |
|    value_loss           | 4.38         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 26.1         |
|    ep_reward_mean       | 7.37         |
|    mimic_body_reward    | 0.0455       |
|    mimic_body_vel_re... | 0.0022       |
|    mimic_contact_reward | 0.078        |
|    mimic_ee_reward      | 0            |
|    mimic_qpos_reward    | 0.14         |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 397          |
|    iterations           | 14           |
|    time_elapsed         | 144          |
|    total_timesteps      | 57344        |
| train/                  |              |
|    approx_kl            | 0.0051026344 |
|    clip_fraction        | 0.00977      |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -197         |
|    learning_rate        | 1e-05        |
|    loss                 | 1.86         |
|    n_updates            | 39           |
|    policy_gradient_loss | -0.00619     |
|    std                  | 0.2          |
|    value_loss           | 3.98         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 25.9        |
|    ep_reward_mean       | 7.2         |
|    mimic_body_reward    | 0.0685      |
|    mimic_body_vel_re... | 0.00241     |
|    mimic_contact_reward | 0.092       |
|    mimic_ee_reward      | 0           |
|    mimic_qpos_reward    | 0.173       |
|    mimic_qvel_reward    | 0           |
| time/                   |             |
|    fps                  | 398         |
|    iterations           | 15          |
|    time_elapsed         | 154         |
|    total_timesteps      | 61440       |
| train/                  |             |
|    approx_kl            | 0.005290163 |
|    clip_fraction        | 0.007       |
|    clip_range           | 0.2         |
|    entropy_loss         | 4.38        |
|    explained_variance   | -155        |
|    learning_rate        | 1e-05       |
|    loss                 | 1.78        |
|    n_updates            | 42          |
|    policy_gradient_loss | -0.0064     |
|    std                  | 0.2         |
|    value_loss           | 3.91        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 25.7         |
|    ep_reward_mean       | 7.14         |
|    mimic_body_reward    | 0.0526       |
|    mimic_body_vel_re... | 0.000691     |
|    mimic_contact_reward | 0.088        |
|    mimic_ee_reward      | 0            |
|    mimic_qpos_reward    | 0.136        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 397          |
|    iterations           | 16           |
|    time_elapsed         | 164          |
|    total_timesteps      | 65536        |
| train/                  |              |
|    approx_kl            | 0.0039926665 |
|    clip_fraction        | 0.0138       |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -103         |
|    learning_rate        | 1e-05        |
|    loss                 | 1.61         |
|    n_updates            | 45           |
|    policy_gradient_loss | -0.00593     |
|    std                  | 0.2          |
|    value_loss           | 3.26         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 25.7         |
|    ep_reward_mean       | 7.17         |
|    mimic_body_reward    | 0.0315       |
|    mimic_body_vel_re... | 0.000778     |
|    mimic_contact_reward | 0.046        |
|    mimic_ee_reward      | 0            |
|    mimic_qpos_reward    | 0.138        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 398          |
|    iterations           | 17           |
|    time_elapsed         | 174          |
|    total_timesteps      | 69632        |
| train/                  |              |
|    approx_kl            | 0.0062705833 |
|    clip_fraction        | 0.0092       |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -85.3        |
|    learning_rate        | 1e-05        |
|    loss                 | 1.24         |
|    n_updates            | 48           |
|    policy_gradient_loss | -0.00612     |
|    std                  | 0.2          |
|    value_loss           | 3.27         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 26.5        |
|    ep_reward_mean       | 7.3         |
|    mimic_body_reward    | 0.037       |
|    mimic_body_vel_re... | 0.00402     |
|    mimic_contact_reward | 0.086       |
|    mimic_ee_reward      | 0           |
|    mimic_qpos_reward    | 0.14        |
|    mimic_qvel_reward    | 0           |
| time/                   |             |
|    fps                  | 398         |
|    iterations           | 18          |
|    time_elapsed         | 184         |
|    total_timesteps      | 73728       |
| train/                  |             |
|    approx_kl            | 0.005117872 |
|    clip_fraction        | 0.00456     |
|    clip_range           | 0.2         |
|    entropy_loss         | 4.38        |
|    explained_variance   | -59.2       |
|    learning_rate        | 1e-05       |
|    loss                 | 1.41        |
|    n_updates            | 51          |
|    policy_gradient_loss | -0.00567    |
|    std                  | 0.2         |
|    value_loss           | 3.03        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 24.3         |
|    ep_reward_mean       | 6.75         |
|    mimic_body_reward    | 0.0487       |
|    mimic_body_vel_re... | 0.000192     |
|    mimic_contact_reward | 0.08         |
|    mimic_ee_reward      | 0            |
|    mimic_qpos_reward    | 0.132        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 398          |
|    iterations           | 19           |
|    time_elapsed         | 195          |
|    total_timesteps      | 77824        |
| train/                  |              |
|    approx_kl            | 0.0013346814 |
|    clip_fraction        | 0.00822      |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -54.9        |
|    learning_rate        | 1e-05        |
|    loss                 | 1.33         |
|    n_updates            | 54           |
|    policy_gradient_loss | -0.00535     |
|    std                  | 0.2          |
|    value_loss           | 3.3          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 27.9        |
|    ep_reward_mean       | 7.73        |
|    mimic_body_reward    | 0.0668      |
|    mimic_body_vel_re... | 0.00146     |
|    mimic_contact_reward | 0.084       |
|    mimic_ee_reward      | 0           |
|    mimic_qpos_reward    | 0.135       |
|    mimic_qvel_reward    | 0           |
| time/                   |             |
|    fps                  | 397         |
|    iterations           | 20          |
|    time_elapsed         | 205         |
|    total_timesteps      | 81920       |
| train/                  |             |
|    approx_kl            | 0.005534883 |
|    clip_fraction        | 0.0325      |
|    clip_range           | 0.2         |
|    entropy_loss         | 4.38        |
|    explained_variance   | -34.5       |
|    learning_rate        | 1e-05       |
|    loss                 | 1.35        |
|    n_updates            | 57          |
|    policy_gradient_loss | -0.0086     |
|    std                  | 0.2         |
|    value_loss           | 2.67        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 25.8        |
|    ep_reward_mean       | 7.08        |
|    mimic_body_reward    | 0.0318      |
|    mimic_body_vel_re... | 0.000914    |
|    mimic_contact_reward | 0.054       |
|    mimic_ee_reward      | 0           |
|    mimic_qpos_reward    | 0.145       |
|    mimic_qvel_reward    | 0           |
| time/                   |             |
|    fps                  | 397         |
|    iterations           | 21          |
|    time_elapsed         | 216         |
|    total_timesteps      | 86016       |
| train/                  |             |
|    approx_kl            | 0.005371362 |
|    clip_fraction        | 0.00985     |
|    clip_range           | 0.2         |
|    entropy_loss         | 4.38        |
|    explained_variance   | -29.1       |
|    learning_rate        | 1e-05       |
|    loss                 | 1.36        |
|    n_updates            | 60          |
|    policy_gradient_loss | -0.00604    |
|    std                  | 0.2         |
|    value_loss           | 2.83        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 26.5         |
|    ep_reward_mean       | 7.3          |
|    mimic_body_reward    | 0.0588       |
|    mimic_body_vel_re... | 0.0005       |
|    mimic_contact_reward | 0.098        |
|    mimic_ee_reward      | 0            |
|    mimic_qpos_reward    | 0.142        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 397          |
|    iterations           | 22           |
|    time_elapsed         | 226          |
|    total_timesteps      | 90112        |
| train/                  |              |
|    approx_kl            | 0.0049238293 |
|    clip_fraction        | 0.0155       |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -23.5        |
|    learning_rate        | 1e-05        |
|    loss                 | 1.2          |
|    n_updates            | 63           |
|    policy_gradient_loss | -0.00617     |
|    std                  | 0.2          |
|    value_loss           | 2.66         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 26.9         |
|    ep_reward_mean       | 7.46         |
|    mimic_body_reward    | 0.0579       |
|    mimic_body_vel_re... | 0.00106      |
|    mimic_contact_reward | 0.062        |
|    mimic_ee_reward      | 0            |
|    mimic_qpos_reward    | 0.132        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 397          |
|    iterations           | 23           |
|    time_elapsed         | 236          |
|    total_timesteps      | 94208        |
| train/                  |              |
|    approx_kl            | 0.0077973097 |
|    clip_fraction        | 0.0415       |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -16.2        |
|    learning_rate        | 1e-05        |
|    loss                 | 1.24         |
|    n_updates            | 66           |
|    policy_gradient_loss | -0.00908     |
|    std                  | 0.2          |
|    value_loss           | 2.45         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 24.9        |
|    ep_reward_mean       | 7.03        |
|    mimic_body_reward    | 0.0302      |
|    mimic_body_vel_re... | 0.000732    |
|    mimic_contact_reward | 0.09        |
|    mimic_ee_reward      | 0           |
|    mimic_qpos_reward    | 0.136       |
|    mimic_qvel_reward    | 0           |
| time/                   |             |
|    fps                  | 397         |
|    iterations           | 24          |
|    time_elapsed         | 247         |
|    total_timesteps      | 98304       |
| train/                  |             |
|    approx_kl            | 0.006888724 |
|    clip_fraction        | 0.0278      |
|    clip_range           | 0.2         |
|    entropy_loss         | 4.38        |
|    explained_variance   | -14.9       |
|    learning_rate        | 1e-05       |
|    loss                 | 0.971       |
|    n_updates            | 69          |
|    policy_gradient_loss | -0.00744    |
|    std                  | 0.2         |
|    value_loss           | 2.66        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 25.1         |
|    ep_reward_mean       | 6.98         |
|    mimic_body_reward    | 0.0865       |
|    mimic_body_vel_re... | 0.00208      |
|    mimic_contact_reward | 0.088        |
|    mimic_ee_reward      | 0            |
|    mimic_qpos_reward    | 0.167        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 397          |
|    iterations           | 25           |
|    time_elapsed         | 257          |
|    total_timesteps      | 102400       |
| train/                  |              |
|    approx_kl            | 0.0041701635 |
|    clip_fraction        | 0.013        |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -11.1        |
|    learning_rate        | 1e-05        |
|    loss                 | 1.26         |
|    n_updates            | 72           |
|    policy_gradient_loss | -0.00638     |
|    std                  | 0.2          |
|    value_loss           | 2.54         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 24.2         |
|    ep_reward_mean       | 6.8          |
|    mimic_body_reward    | 0.051        |
|    mimic_body_vel_re... | 0.00055      |
|    mimic_contact_reward | 0.074        |
|    mimic_ee_reward      | 0            |
|    mimic_qpos_reward    | 0.138        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 397          |
|    iterations           | 26           |
|    time_elapsed         | 267          |
|    total_timesteps      | 106496       |
| train/                  |              |
|    approx_kl            | 0.0057225064 |
|    clip_fraction        | 0.0207       |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -9.17        |
|    learning_rate        | 1e-05        |
|    loss                 | 1.21         |
|    n_updates            | 75           |
|    policy_gradient_loss | -0.00707     |
|    std                  | 0.2          |
|    value_loss           | 2.55         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 24.9         |
|    ep_reward_mean       | 6.88         |
|    mimic_body_reward    | 0.0483       |
|    mimic_body_vel_re... | 0.00122      |
|    mimic_contact_reward | 0.086        |
|    mimic_ee_reward      | 0            |
|    mimic_qpos_reward    | 0.134        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 397          |
|    iterations           | 27           |
|    time_elapsed         | 278          |
|    total_timesteps      | 110592       |
| train/                  |              |
|    approx_kl            | 0.0052457415 |
|    clip_fraction        | 0.00952      |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -6.91        |
|    learning_rate        | 1e-05        |
|    loss                 | 1.09         |
|    n_updates            | 78           |
|    policy_gradient_loss | -0.00677     |
|    std                  | 0.2          |
|    value_loss           | 2.32         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 25.3        |
|    ep_reward_mean       | 7.09        |
|    mimic_body_reward    | 0.0888      |
|    mimic_body_vel_re... | 0.000296    |
|    mimic_contact_reward | 0.068       |
|    mimic_ee_reward      | 0           |
|    mimic_qpos_reward    | 0.159       |
|    mimic_qvel_reward    | 0           |
| time/                   |             |
|    fps                  | 397         |
|    iterations           | 28          |
|    time_elapsed         | 288         |
|    total_timesteps      | 114688      |
| train/                  |             |
|    approx_kl            | 0.009972098 |
|    clip_fraction        | 0.0383      |
|    clip_range           | 0.2         |
|    entropy_loss         | 4.38        |
|    explained_variance   | -5.66       |
|    learning_rate        | 1e-05       |
|    loss                 | 1.07        |
|    n_updates            | 81          |
|    policy_gradient_loss | -0.00841    |
|    std                  | 0.2         |
|    value_loss           | 2.31        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 28.1         |
|    ep_reward_mean       | 7.84         |
|    mimic_body_reward    | 0.0452       |
|    mimic_body_vel_re... | 0.00172      |
|    mimic_contact_reward | 0.092        |
|    mimic_ee_reward      | 0            |
|    mimic_qpos_reward    | 0.142        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 398          |
|    iterations           | 29           |
|    time_elapsed         | 298          |
|    total_timesteps      | 118784       |
| train/                  |              |
|    approx_kl            | 0.0057128966 |
|    clip_fraction        | 0.0216       |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -5.36        |
|    learning_rate        | 1e-05        |
|    loss                 | 1.26         |
|    n_updates            | 84           |
|    policy_gradient_loss | -0.00719     |
|    std                  | 0.2          |
|    value_loss           | 2.57         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 26.4         |
|    ep_reward_mean       | 7.4          |
|    mimic_body_reward    | 0.0347       |
|    mimic_body_vel_re... | 0.00106      |
|    mimic_contact_reward | 0.064        |
|    mimic_ee_reward      | 0            |
|    mimic_qpos_reward    | 0.145        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 398          |
|    iterations           | 30           |
|    time_elapsed         | 308          |
|    total_timesteps      | 122880       |
| train/                  |              |
|    approx_kl            | 0.0070934664 |
|    clip_fraction        | 0.0304       |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -5.1         |
|    learning_rate        | 1e-05        |
|    loss                 | 1.35         |
|    n_updates            | 87           |
|    policy_gradient_loss | -0.00873     |
|    std                  | 0.2          |
|    value_loss           | 2.68         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 27.9        |
|    ep_reward_mean       | 7.75        |
|    mimic_body_reward    | 0.0386      |
|    mimic_body_vel_re... | 0.00303     |
|    mimic_contact_reward | 0.082       |
|    mimic_ee_reward      | 0           |
|    mimic_qpos_reward    | 0.143       |
|    mimic_qvel_reward    | 0           |
| time/                   |             |
|    fps                  | 398         |
|    iterations           | 31          |
|    time_elapsed         | 318         |
|    total_timesteps      | 126976      |
| train/                  |             |
|    approx_kl            | 0.006249606 |
|    clip_fraction        | 0.0235      |
|    clip_range           | 0.2         |
|    entropy_loss         | 4.38        |
|    explained_variance   | -4.2        |
|    learning_rate        | 1e-05       |
|    loss                 | 1.4         |
|    n_updates            | 90          |
|    policy_gradient_loss | -0.00753    |
|    std                  | 0.2         |
|    value_loss           | 2.6         |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 28.1         |
|    ep_reward_mean       | 7.67         |
|    mimic_body_reward    | 0.0861       |
|    mimic_body_vel_re... | 0.000692     |
|    mimic_contact_reward | 0.086        |
|    mimic_ee_reward      | 0            |
|    mimic_qpos_reward    | 0.16         |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 398          |
|    iterations           | 32           |
|    time_elapsed         | 328          |
|    total_timesteps      | 131072       |
| train/                  |              |
|    approx_kl            | 0.0037303763 |
|    clip_fraction        | 0.0228       |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -3.52        |
|    learning_rate        | 1e-05        |
|    loss                 | 1.24         |
|    n_updates            | 93           |
|    policy_gradient_loss | -0.00705     |
|    std                  | 0.2          |
|    value_loss           | 2.67         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 26.2        |
|    ep_reward_mean       | 7.33        |
|    mimic_body_reward    | 0.0431      |
|    mimic_body_vel_re... | 0.000575    |
|    mimic_contact_reward | 0.064       |
|    mimic_ee_reward      | 0           |
|    mimic_qpos_reward    | 0.134       |
|    mimic_qvel_reward    | 0           |
| time/                   |             |
|    fps                  | 399         |
|    iterations           | 33          |
|    time_elapsed         | 338         |
|    total_timesteps      | 135168      |
| train/                  |             |
|    approx_kl            | 0.010600522 |
|    clip_fraction        | 0.0391      |
|    clip_range           | 0.2         |
|    entropy_loss         | 4.38        |
