--------------------------------------
| rollout/                |          |
|    approx_kl            | 0.04839141 |
|    clip_fraction        | 0.372      |
|    clip_range           | 0.2        |
|    entropy_loss         | 73.3       |
|    explained_variance   | 0.0899     |
|    learning_rate        | 5e-06      |
|    loss                 | -0.0198    |
|    n_updates            | 30         |
|    policy_gradient_loss | -0.0402    |
|    std                  | 0.01       |
|    value_loss           | 0.0827     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 21.5        |
|    ep_reward_mean       | 0.64        |
|    mimic_body_reward    | 0.016       |
|    mimic_body_vel_re... | 0.00104     |
|    mimic_ee_reward      | 0.00097     |
|    mimic_qpos_reward    | 0.00501     |
|    mimic_qvel_reward    | 2.21e-11    |
| time/                   |             |
|    fps                  | 192         |
|    iterations           | 5           |
|    time_elapsed         | 106         |
|    total_timesteps      | 20480       |
| train/                  |             |
|    approx_kl            | 0.053200655 |
|    clip_fraction        | 0.373       |
|    clip_range           | 0.2         |
|    entropy_loss         | 73.3        |
|    explained_variance   | 0.0795      |
|    learning_rate        | 5e-06       |
|    loss                 | -0.0353     |
|    n_updates            | 40          |
|    policy_gradient_loss | -0.047      |
|    std                  | 0.01        |
|    value_loss           | 0.0589      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 21.9        |
|    ep_reward_mean       | 0.586       |
|    mimic_body_reward    | 0.0231      |
|    mimic_body_vel_re... | 0.00125     |
|    mimic_ee_reward      | 0.00166     |
|    mimic_qpos_reward    | 0.00755     |
|    mimic_qvel_reward    | 2.2e-11     |
| time/                   |             |
|    fps                  | 192         |
|    iterations           | 6           |
|    time_elapsed         | 127         |
|    total_timesteps      | 24576       |
| train/                  |             |
|    approx_kl            | 0.039496813 |
|    clip_fraction        | 0.372       |
|    clip_range           | 0.2         |
|    entropy_loss         | 73.3        |
|    explained_variance   | 0.0955      |
|    learning_rate        | 5e-06       |
|    loss                 | -0.042      |
|    n_updates            | 50          |
|    policy_gradient_loss | -0.0446     |
|    std                  | 0.01        |
|    value_loss           | 0.0502      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 22.1       |
|    ep_reward_mean       | 0.603      |
|    mimic_body_reward    | 0.0152     |
|    mimic_body_vel_re... | 2.97e-05   |
|    mimic_ee_reward      | 0.00128    |
|    mimic_qpos_reward    | 0.00713    |
|    mimic_qvel_reward    | 7.99e-13   |
| time/                   |            |
|    fps                  | 192        |
|    iterations           | 7          |
|    time_elapsed         | 149        |
|    total_timesteps      | 28672      |
| train/                  |            |
|    approx_kl            | 0.04884758 |
|    clip_fraction        | 0.363      |
|    clip_range           | 0.2        |
|    entropy_loss         | 73.3       |
|    explained_variance   | 0.174      |
|    learning_rate        | 5e-06      |
|    loss                 | -0.0316    |
|    n_updates            | 60         |
|    policy_gradient_loss | -0.0446    |
|    std                  | 0.01       |
|    value_loss           | 0.0427     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 22.1        |
|    ep_reward_mean       | 0.624       |
|    mimic_body_reward    | 0.0129      |
|    mimic_body_vel_re... | 3.93e-05    |
|    mimic_ee_reward      | 0.000994    |
|    mimic_qpos_reward    | 0.00607     |
|    mimic_qvel_reward    | 3.42e-13    |
| time/                   |             |
|    fps                  | 192         |
|    iterations           | 8           |
|    time_elapsed         | 170         |
|    total_timesteps      | 32768       |
| train/                  |             |
|    approx_kl            | 0.053627227 |
|    clip_fraction        | 0.365       |
|    clip_range           | 0.2         |
|    entropy_loss         | 73.3        |
|    explained_variance   | 0.206       |
|    learning_rate        | 5e-06       |
|    loss                 | -0.033      |
|    n_updates            | 70          |
|    policy_gradient_loss | -0.0427     |
|    std                  | 0.01        |
|    value_loss           | 0.0374      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 21.7        |
|    ep_reward_mean       | 0.624       |
|    mimic_body_reward    | 0.0126      |
|    mimic_body_vel_re... | 0.000735    |
|    mimic_ee_reward      | 0.00243     |
|    mimic_qpos_reward    | 0.00949     |
|    mimic_qvel_reward    | 3.26e-11    |
| time/                   |             |
|    fps                  | 192         |
|    iterations           | 9           |
|    time_elapsed         | 191         |
|    total_timesteps      | 36864       |
| train/                  |             |
|    approx_kl            | 0.038770966 |
|    clip_fraction        | 0.345       |
|    clip_range           | 0.2         |
|    entropy_loss         | 73.3        |
|    explained_variance   | 0.21        |
|    learning_rate        | 5e-06       |
|    loss                 | -0.037      |
|    n_updates            | 80          |
|    policy_gradient_loss | -0.04       |
|    std                  | 0.01        |
|    value_loss           | 0.0347      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 21.7       |
|    ep_reward_mean       | 0.608      |
|    mimic_body_reward    | 0.017      |
|    mimic_body_vel_re... | 0.00128    |
|    mimic_ee_reward      | 0.00374    |
|    mimic_qpos_reward    | 0.0136     |
|    mimic_qvel_reward    | 4.84e-13   |
| time/                   |            |
|    fps                  | 193        |
|    iterations           | 10         |
|    time_elapsed         | 212        |
|    total_timesteps      | 40960      |
| train/                  |            |
|    approx_kl            | 0.04118845 |
|    clip_fraction        | 0.372      |
|    clip_range           | 0.2        |
|    entropy_loss         | 73.3       |
|    explained_variance   | 0.342      |
|    learning_rate        | 5e-06      |
|    loss                 | -0.0436    |
|    n_updates            | 90         |
|    policy_gradient_loss | -0.0436    |
|    std                  | 0.01       |
|    value_loss           | 0.0296     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 22.7        |
|    ep_reward_mean       | 0.573       |
|    mimic_body_reward    | 0.0255      |
|    mimic_body_vel_re... | 0.000467    |
|    mimic_ee_reward      | 0.00184     |
|    mimic_qpos_reward    | 0.00835     |
|    mimic_qvel_reward    | 5.92e-13    |
| time/                   |             |
|    fps                  | 193         |
|    iterations           | 11          |
|    time_elapsed         | 232         |
|    total_timesteps      | 45056       |
| train/                  |             |
|    approx_kl            | 0.044735588 |
|    clip_fraction        | 0.373       |
|    clip_range           | 0.2         |
|    entropy_loss         | 73.3        |
|    explained_variance   | 0.421       |
|    learning_rate        | 5e-06       |
|    loss                 | -0.0308     |
|    n_updates            | 100         |
|    policy_gradient_loss | -0.0425     |
|    std                  | 0.01        |
|    value_loss           | 0.0251      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 22.2       |
|    ep_reward_mean       | 0.643      |
|    mimic_body_reward    | 0.0141     |
|    mimic_body_vel_re... | 0.000698   |
|    mimic_ee_reward      | 0.00171    |
|    mimic_qpos_reward    | 0.00858    |
|    mimic_qvel_reward    | 2.38e-12   |
| time/                   |            |
|    fps                  | 193        |
|    iterations           | 12         |
|    time_elapsed         | 253        |
|    total_timesteps      | 49152      |
| train/                  |            |
|    approx_kl            | 0.04540785 |
|    clip_fraction        | 0.366      |
|    clip_range           | 0.2        |
|    entropy_loss         | 73.3       |
|    explained_variance   | 0.384      |
|    learning_rate        | 5e-06      |
|    loss                 | -0.0436    |
|    n_updates            | 110        |
|    policy_gradient_loss | -0.0443    |
|    std                  | 0.01       |
|    value_loss           | 0.0243     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 22.2        |
|    ep_reward_mean       | 0.609       |
|    mimic_body_reward    | 0.0192      |
|    mimic_body_vel_re... | 0.000506    |
|    mimic_ee_reward      | 0.00112     |
|    mimic_qpos_reward    | 0.00513     |
|    mimic_qvel_reward    | 2.15e-12    |
| time/                   |             |
|    fps                  | 193         |
|    iterations           | 13          |
|    time_elapsed         | 274         |
|    total_timesteps      | 53248       |
| train/                  |             |
|    approx_kl            | 0.044280127 |
|    clip_fraction        | 0.362       |
|    clip_range           | 0.2         |
|    entropy_loss         | 73.3        |
|    explained_variance   | 0.489       |
|    learning_rate        | 5e-06       |
|    loss                 | -0.049      |
|    n_updates            | 120         |
|    policy_gradient_loss | -0.0412     |
|    std                  | 0.01        |
|    value_loss           | 0.0198      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 22.7       |
|    ep_reward_mean       | 0.566      |
|    mimic_body_reward    | 0.0196     |
|    mimic_body_vel_re... | 0.0008     |
|    mimic_ee_reward      | 0.000835   |
|    mimic_qpos_reward    | 0.00445    |
|    mimic_qvel_reward    | 3.69e-11   |
| time/                   |            |
|    fps                  | 193        |
|    iterations           | 14         |
|    time_elapsed         | 295        |
|    total_timesteps      | 57344      |
| train/                  |            |
|    approx_kl            | 0.04372365 |
|    clip_fraction        | 0.361      |
|    clip_range           | 0.2        |
|    entropy_loss         | 73.3       |
|    explained_variance   | 0.545      |
|    learning_rate        | 5e-06      |
|    loss                 | -0.0431    |
|    n_updates            | 130        |
|    policy_gradient_loss | -0.0417    |
|    std                  | 0.01       |
|    value_loss           | 0.0181     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 22.9       |
|    ep_reward_mean       | 0.551      |
|    mimic_body_reward    | 0.0114     |
|    mimic_body_vel_re... | 0.00163    |
|    mimic_ee_reward      | 0.00147    |
|    mimic_qpos_reward    | 0.00673    |
|    mimic_qvel_reward    | 1.43e-11   |
| time/                   |            |
|    fps                  | 193        |
|    iterations           | 15         |
|    time_elapsed         | 316        |
|    total_timesteps      | 61440      |
| train/                  |            |
|    approx_kl            | 0.04113367 |
|    clip_fraction        | 0.38       |
|    clip_range           | 0.2        |
|    entropy_loss         | 73.3       |
|    explained_variance   | 0.553      |
|    learning_rate        | 5e-06      |
|    loss                 | -0.0652    |
|    n_updates            | 140        |
|    policy_gradient_loss | -0.042     |
|    std                  | 0.01       |
|    value_loss           | 0.0165     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 22.8        |
|    ep_reward_mean       | 0.587       |
|    mimic_body_reward    | 0.0234      |
|    mimic_body_vel_re... | 0.000255    |
|    mimic_ee_reward      | 0.00123     |
|    mimic_qpos_reward    | 0.00515     |
|    mimic_qvel_reward    | 3.28e-11    |
| time/                   |             |
|    fps                  | 194         |
|    iterations           | 16          |
|    time_elapsed         | 337         |
|    total_timesteps      | 65536       |
| train/                  |             |
|    approx_kl            | 0.036606774 |
|    clip_fraction        | 0.36        |
|    clip_range           | 0.2         |
|    entropy_loss         | 73.3        |
|    explained_variance   | 0.549       |
|    learning_rate        | 5e-06       |
|    loss                 | -0.0534     |
|    n_updates            | 150         |
|    policy_gradient_loss | -0.0403     |
|    std                  | 0.01        |
|    value_loss           | 0.017       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 22.6       |
|    ep_reward_mean       | 0.574      |
|    mimic_body_reward    | 0.025      |
|    mimic_body_vel_re... | 0.000227   |
|    mimic_ee_reward      | 0.00131    |
|    mimic_qpos_reward    | 0.00621    |
|    mimic_qvel_reward    | 1.81e-11   |
| time/                   |            |
|    fps                  | 194        |
|    iterations           | 17         |
|    time_elapsed         | 358        |
|    total_timesteps      | 69632      |
| train/                  |            |
|    approx_kl            | 0.03965627 |
|    clip_fraction        | 0.368      |
|    clip_range           | 0.2        |
|    entropy_loss         | 73.3       |
|    explained_variance   | 0.562      |
|    learning_rate        | 5e-06      |
|    loss                 | -0.038     |
|    n_updates            | 160        |
|    policy_gradient_loss | -0.0415    |
|    std                  | 0.01       |
|    value_loss           | 0.0153     |
----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 22.3       |
|    ep_reward_mean       | 0.561      |
|    mimic_body_reward    | 0.0133     |
|    mimic_body_vel_re... | 0.000649   |
|    mimic_ee_reward      | 0.00223    |
|    mimic_qpos_reward    | 0.00903    |
|    mimic_qvel_reward    | 1.03e-12   |
| time/                   |            |
|    fps                  | 193        |
|    iterations           | 18         |
|    time_elapsed         | 380        |
|    total_timesteps      | 73728      |
| train/                  |            |
|    approx_kl            | 0.04665303 |
|    clip_fraction        | 0.368      |
|    clip_range           | 0.2        |
|    entropy_loss         | 73.3       |
|    explained_variance   | 0.607      |
|    learning_rate        | 5e-06      |
|    loss                 | -0.0626    |
|    n_updates            | 170        |
|    policy_gradient_loss | -0.0425    |
|    std                  | 0.01       |
|    value_loss           | 0.014      |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 22.2      |
|    ep_reward_mean       | 0.566     |
|    mimic_body_reward    | 0.00821   |
|    mimic_body_vel_re... | 0.00158   |
|    mimic_ee_reward      | 0.00121   |
|    mimic_qpos_reward    | 0.00655   |
|    mimic_qvel_reward    | 1.99e-11  |
| time/                   |           |
|    fps                  | 193       |
|    iterations           | 19        |
|    time_elapsed         | 401       |
|    total_timesteps      | 77824     |
| train/                  |           |
|    approx_kl            | 0.0347563 |
|    clip_fraction        | 0.37      |
|    clip_range           | 0.2       |
|    entropy_loss         | 73.3      |
|    explained_variance   | 0.586     |
|    learning_rate        | 5e-06     |
|    loss                 | -0.0613   |
|    n_updates            | 180       |
|    policy_gradient_loss | -0.0419   |
|    std                  | 0.01      |
|    value_loss           | 0.0136    |
---------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 22.7      |
|    ep_reward_mean       | 0.557     |
|    mimic_body_reward    | 0.0113    |
|    mimic_body_vel_re... | 0.000165  |
|    mimic_ee_reward      | 0.00059   |
|    mimic_qpos_reward    | 0.00395   |
|    mimic_qvel_reward    | 1.91e-11  |
| time/                   |           |
|    fps                  | 193       |
|    iterations           | 20        |
|    time_elapsed         | 423       |
|    total_timesteps      | 81920     |
| train/                  |           |
|    approx_kl            | 0.0552148 |
|    clip_fraction        | 0.383     |
|    clip_range           | 0.2       |
|    entropy_loss         | 73.3      |
|    explained_variance   | 0.635     |
|    learning_rate        | 5e-06     |
|    loss                 | -0.0654   |
|    n_updates            | 190       |
|    policy_gradient_loss | -0.0472   |
|    std                  | 0.01      |
|    value_loss           | 0.0128    |
---------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 22.1        |
|    ep_reward_mean       | 0.622       |
|    mimic_body_reward    | 0.00442     |
|    mimic_body_vel_re... | 9.95e-05    |
|    mimic_ee_reward      | 0.000781    |
|    mimic_qpos_reward    | 0.00353     |
|    mimic_qvel_reward    | 3.99e-13    |
| time/                   |             |
|    fps                  | 193         |
|    iterations           | 21          |
|    time_elapsed         | 444         |
|    total_timesteps      | 86016       |
| train/                  |             |
|    approx_kl            | 0.042050466 |
|    clip_fraction        | 0.382       |
|    clip_range           | 0.2         |
|    entropy_loss         | 73.3        |
|    explained_variance   | 0.642       |
|    learning_rate        | 5e-06       |
|    loss                 | -0.0588     |
|    n_updates            | 200         |
|    policy_gradient_loss | -0.0453     |
|    std                  | 0.01        |
|    value_loss           | 0.0121      |
-----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 22.6      |
|    ep_reward_mean       | 0.604     |
|    mimic_body_reward    | 0.016     |
|    mimic_body_vel_re... | 0.00106   |
|    mimic_ee_reward      | 0.00194   |
|    mimic_qpos_reward    | 0.00783   |
|    mimic_qvel_reward    | 1.83e-11  |
| time/                   |           |
|    fps                  | 193       |
|    iterations           | 22        |
|    time_elapsed         | 465       |
|    total_timesteps      | 90112     |
| train/                  |           |
|    approx_kl            | 0.0398521 |
|    clip_fraction        | 0.383     |
|    clip_range           | 0.2       |
|    entropy_loss         | 73.3      |
|    explained_variance   | 0.668     |
|    learning_rate        | 5e-06     |
|    loss                 | -0.0581   |
|    n_updates            | 210       |
|    policy_gradient_loss | -0.0483   |
|    std                  | 0.01      |
|    value_loss           | 0.0114    |
---------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 22.1       |
|    ep_reward_mean       | 0.612      |
|    mimic_body_reward    | 0.0189     |
|    mimic_body_vel_re... | 0.000527   |
|    mimic_ee_reward      | 0.00258    |
|    mimic_qpos_reward    | 0.0101     |
|    mimic_qvel_reward    | 1.62e-11   |
| time/                   |            |
|    fps                  | 193        |
|    iterations           | 23         |
|    time_elapsed         | 486        |
|    total_timesteps      | 94208      |
| train/                  |            |
|    approx_kl            | 0.03680166 |
|    clip_fraction        | 0.359      |
|    clip_range           | 0.2        |
|    entropy_loss         | 73.3       |
|    explained_variance   | 0.696      |
|    learning_rate        | 5e-06      |
|    loss                 | -0.0615    |
|    n_updates            | 220        |
|    policy_gradient_loss | -0.0397    |
|    std                  | 0.01       |
|    value_loss           | 0.0104     |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 22.5        |
|    ep_reward_mean       | 0.529       |
|    mimic_body_reward    | 0.0145      |
|    mimic_body_vel_re... | 0.000246    |
|    mimic_ee_reward      | 0.0015      |
|    mimic_qpos_reward    | 0.00693     |
|    mimic_qvel_reward    | 4.52e-13    |
| time/                   |             |
|    fps                  | 193         |
|    iterations           | 24          |
|    time_elapsed         | 507         |
|    total_timesteps      | 98304       |
| train/                  |             |
|    approx_kl            | 0.034661554 |
|    clip_fraction        | 0.372       |
|    clip_range           | 0.2         |
|    entropy_loss         | 73.3        |
|    explained_variance   | 0.692       |
|    learning_rate        | 5e-06       |
|    loss                 | -0.0638     |
|    n_updates            | 230         |
|    policy_gradient_loss | -0.041      |
|    std                  | 0.01        |
|    value_loss           | 0.0105      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 22.3        |
|    ep_reward_mean       | 0.619       |
|    mimic_body_reward    | 0.0126      |
|    mimic_body_vel_re... | 0.000694    |
|    mimic_ee_reward      | 0.0017      |
|    mimic_qpos_reward    | 0.00852     |
|    mimic_qvel_reward    | 2.05e-12    |
| time/                   |             |
|    fps                  | 193         |
|    iterations           | 25          |
|    time_elapsed         | 530         |
|    total_timesteps      | 102400      |
| train/                  |             |
|    approx_kl            | 0.044106685 |
|    clip_fraction        | 0.379       |
|    clip_range           | 0.2         |
|    entropy_loss         | 73.3        |
|    explained_variance   | 0.681       |
|    learning_rate        | 5e-06       |
|    loss                 | -0.0604     |
|    n_updates            | 240         |
|    policy_gradient_loss | -0.0429     |
|    std                  | 0.01        |
|    value_loss           | 0.0098      |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 21.8       |
|    ep_reward_mean       | 0.62       |
|    mimic_body_reward    | 0.0244     |
|    mimic_body_vel_re... | 0.0017     |
|    mimic_ee_reward      | 0.00279    |
|    mimic_qpos_reward    | 0.00969    |
|    mimic_qvel_reward    | 6.17e-11   |
| time/                   |            |
|    fps                  | 192        |
|    iterations           | 26         |
|    time_elapsed         | 553        |
|    total_timesteps      | 106496     |
| train/                  |            |
|    approx_kl            | 0.03675035 |
|    clip_fraction        | 0.367      |
|    clip_range           | 0.2        |
|    entropy_loss         | 73.3       |
|    explained_variance   | 0.737      |
|    learning_rate        | 5e-06      |
|    loss                 | -0.039     |
|    n_updates            | 250        |
|    policy_gradient_loss | -0.0415    |
|    std                  | 0.01       |
|    value_loss           | 0.00911    |
----------------------------------------
---------------------------------------
| rollout/                |           |
|    ep_len_mean          | 23.4      |
|    ep_reward_mean       | 0.546     |
|    mimic_body_reward    | 0.0255    |
|    mimic_body_vel_re... | 6.31e-05  |
|    mimic_ee_reward      | 0.00112   |
|    mimic_qpos_reward    | 0.00552   |
|    mimic_qvel_reward    | 5.54e-13  |
| time/                   |           |
|    fps                  | 191       |
|    iterations           | 27        |
|    time_elapsed         | 576       |
|    total_timesteps      | 110592    |
| train/                  |           |
|    approx_kl            | 0.0381849 |
|    clip_fraction        | 0.366     |
|    clip_range           | 0.2       |
|    entropy_loss         | 73.3      |
|    explained_variance   | 0.716     |
|    learning_rate        | 5e-06     |
|    loss                 | -0.0629   |
|    n_updates            | 260       |
|    policy_gradient_loss | -0.0439   |
|    std                  | 0.01      |
|    value_loss           | 0.00912   |
---------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 21.8        |
|    ep_reward_mean       | 0.651       |
|    mimic_body_reward    | 0.0243      |
|    mimic_body_vel_re... | 3.06e-06    |
|    mimic_ee_reward      | 0.0003      |
|    mimic_qpos_reward    | 0.00252     |
|    mimic_qvel_reward    | 1.01e-12    |
| time/                   |             |
|    fps                  | 191         |
|    iterations           | 28          |
|    time_elapsed         | 599         |
|    total_timesteps      | 114688      |
| train/                  |             |
|    approx_kl            | 0.037573412 |
|    clip_fraction        | 0.37        |
|    clip_range           | 0.2         |
|    entropy_loss         | 73.3        |
|    explained_variance   | 0.721       |
|    learning_rate        | 5e-06       |
|    loss                 | -0.0412     |
|    n_updates            | 270         |
|    policy_gradient_loss | -0.0422     |
|    std                  | 0.01        |
|    value_loss           | 0.00858     |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 22.3       |
|    ep_reward_mean       | 0.582      |
|    mimic_body_reward    | 0.0243     |
|    mimic_body_vel_re... | 0.000623   |
|    mimic_ee_reward      | 0.00181    |
|    mimic_qpos_reward    | 0.0095     |
|    mimic_qvel_reward    | 2.77e-11   |
| time/                   |            |
|    fps                  | 191        |
|    iterations           | 29         |
|    time_elapsed         | 621        |
|    total_timesteps      | 118784     |
| train/                  |            |
|    approx_kl            | 0.03921566 |
|    clip_fraction        | 0.38       |
|    clip_range           | 0.2        |
|    entropy_loss         | 73.3       |
|    explained_variance   | 0.748      |
|    learning_rate        | 5e-06      |
|    loss                 | -0.0646    |
|    n_updates            | 280        |
|    policy_gradient_loss | -0.0443    |
|    std                  | 0.01       |
|    value_loss           | 0.00859    |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 22.5        |
|    ep_reward_mean       | 0.568       |
|    mimic_body_reward    | 0.0227      |
|    mimic_body_vel_re... | 1.14e-05    |
|    mimic_ee_reward      | 0.00156     |
|    mimic_qpos_reward    | 0.00756     |
|    mimic_qvel_reward    | 1.99e-12    |
| time/                   |             |
|    fps                  | 190         |
|    iterations           | 30          |
|    time_elapsed         | 644         |
|    total_timesteps      | 122880      |
| train/                  |             |
|    approx_kl            | 0.036475472 |
|    clip_fraction        | 0.383       |
|    clip_range           | 0.2         |
|    entropy_loss         | 73.3        |
|    explained_variance   | 0.769       |
|    learning_rate        | 5e-06       |
|    loss                 | -0.0492     |
|    n_updates            | 290         |
|    policy_gradient_loss | -0.0441     |
|    std                  | 0.01        |
|    value_loss           | 0.00763     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 22.4        |
|    ep_reward_mean       | 0.56        |
|    mimic_body_reward    | 0.0106      |
|    mimic_body_vel_re... | 0.000218    |
|    mimic_ee_reward      | 0.00131     |
|    mimic_qpos_reward    | 0.00512     |
|    mimic_qvel_reward    | 9.65e-13    |
| time/                   |             |
|    fps                  | 190         |
|    iterations           | 31          |
|    time_elapsed         | 667         |
|    total_timesteps      | 126976      |
| train/                  |             |
|    approx_kl            | 0.041921895 |
|    clip_fraction        | 0.372       |
|    clip_range           | 0.2         |
|    entropy_loss         | 73.3        |
|    explained_variance   | 0.756       |
|    learning_rate        | 5e-06       |
|    loss                 | -0.046      |
|    n_updates            | 300         |
|    policy_gradient_loss | -0.0446     |
|    std                  | 0.01        |
|    value_loss           | 0.00783     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 21.7        |
|    ep_reward_mean       | 0.607       |
|    mimic_body_reward    | 0.0162      |
|    mimic_body_vel_re... | 0.00141     |
|    mimic_ee_reward      | 0.0028      |
|    mimic_qpos_reward    | 0.0119      |
|    mimic_qvel_reward    | 1.89e-11    |
| time/                   |             |
|    fps                  | 189         |
|    iterations           | 32          |
|    time_elapsed         | 689         |
|    total_timesteps      | 131072      |
| train/                  |             |
|    approx_kl            | 0.042162135 |
|    clip_fraction        | 0.383       |
|    clip_range           | 0.2         |
|    entropy_loss         | 73.3        |
|    explained_variance   | 0.756       |
|    learning_rate        | 5e-06       |
|    loss                 | -0.0464     |
|    n_updates            | 310         |
|    policy_gradient_loss | -0.0454     |
|    std                  | 0.01        |
|    value_loss           | 0.00784     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 22.3        |
|    ep_reward_mean       | 0.585       |
|    mimic_body_reward    | 0.0204      |
|    mimic_body_vel_re... | 0.00128     |
|    mimic_ee_reward      | 0.000359    |
|    mimic_qpos_reward    | 0.00332     |
|    mimic_qvel_reward    | 2.13e-11    |
| time/                   |             |
|    fps                  | 189         |
|    iterations           | 33          |
|    time_elapsed         | 711         |
|    total_timesteps      | 135168      |
| train/                  |             |
|    approx_kl            | 0.031910516 |
|    clip_fraction        | 0.37        |
|    clip_range           | 0.2         |
|    entropy_loss         | 73.3        |
|    explained_variance   | 0.793       |
|    learning_rate        | 5e-06       |
|    loss                 | -0.05       |
|    n_updates            | 320         |
|    policy_gradient_loss | -0.044      |
|    std                  | 0.01        |
|    value_loss           | 0.007       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 22.6       |
|    ep_reward_mean       | 0.621      |
|    mimic_body_reward    | 0.0211     |
|    mimic_body_vel_re... | 0.000854   |
|    mimic_ee_reward      | 0.000862   |
|    mimic_qpos_reward    | 0.00654    |
|    mimic_qvel_reward    | 1.63e-12   |
| time/                   |            |
|    fps                  | 189        |
|    iterations           | 34         |
|    time_elapsed         | 733        |
