--------------------------------------
| rollout/                |          |
|    mimic_ee_reward      | 0.0144      |
|    mimic_qpos_reward    | 0.2         |
|    mimic_qvel_reward    | 0           |
| time/                   |             |
|    fps                  | 363         |
|    iterations           | 17          |
|    time_elapsed         | 191         |
|    total_timesteps      | 69632       |
| train/                  |             |
|    approx_kl            | 0.003889444 |
|    clip_fraction        | 0.0123      |
|    clip_range           | 0.2         |
|    entropy_loss         | 4.38        |
|    explained_variance   | -118        |
|    learning_rate        | 1e-05       |
|    loss                 | 2.66        |
|    n_updates            | 48          |
|    policy_gradient_loss | -0.00656    |
|    std                  | 0.2         |
|    value_loss           | 4.88        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 24.6         |
|    ep_reward_mean       | 8.27         |
|    mimic_body_reward    | 0.0776       |
|    mimic_body_vel_re... | 0.0134       |
|    mimic_contact_reward | 0.038        |
|    mimic_ee_reward      | 0.0102       |
|    mimic_qpos_reward    | 0.184        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 363          |
|    iterations           | 18           |
|    time_elapsed         | 202          |
|    total_timesteps      | 73728        |
| train/                  |              |
|    approx_kl            | 0.0045018843 |
|    clip_fraction        | 0.00358      |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -102         |
|    learning_rate        | 1e-05        |
|    loss                 | 2.74         |
|    n_updates            | 51           |
|    policy_gradient_loss | -0.00457     |
|    std                  | 0.2          |
|    value_loss           | 5.04         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 25.4         |
|    ep_reward_mean       | 8.44         |
|    mimic_body_reward    | 0.0817       |
|    mimic_body_vel_re... | 0.0142       |
|    mimic_contact_reward | 0.044        |
|    mimic_ee_reward      | 0.0137       |
|    mimic_qpos_reward    | 0.18         |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 364          |
|    iterations           | 19           |
|    time_elapsed         | 213          |
|    total_timesteps      | 77824        |
| train/                  |              |
|    approx_kl            | 0.0034258699 |
|    clip_fraction        | 0.00505      |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -85.3        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.44         |
|    n_updates            | 54           |
|    policy_gradient_loss | -0.00454     |
|    std                  | 0.2          |
|    value_loss           | 4.83         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 24.9         |
|    ep_reward_mean       | 8.3          |
|    mimic_body_reward    | 0.0482       |
|    mimic_body_vel_re... | 0.00952      |
|    mimic_contact_reward | 0.042        |
|    mimic_ee_reward      | 0.0107       |
|    mimic_qpos_reward    | 0.17         |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 363          |
|    iterations           | 20           |
|    time_elapsed         | 225          |
|    total_timesteps      | 81920        |
| train/                  |              |
|    approx_kl            | 0.0043016076 |
|    clip_fraction        | 0.00675      |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -64.5        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.62         |
|    n_updates            | 57           |
|    policy_gradient_loss | -0.00585     |
|    std                  | 0.2          |
|    value_loss           | 4.85         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 25          |
|    ep_reward_mean       | 8.45        |
|    mimic_body_reward    | 0.057       |
|    mimic_body_vel_re... | 0.0106      |
|    mimic_contact_reward | 0.038       |
|    mimic_ee_reward      | 0.0147      |
|    mimic_qpos_reward    | 0.193       |
|    mimic_qvel_reward    | 0           |
| time/                   |             |
|    fps                  | 364         |
|    iterations           | 21          |
|    time_elapsed         | 236         |
|    total_timesteps      | 86016       |
| train/                  |             |
|    approx_kl            | 0.009016489 |
|    clip_fraction        | 0.00993     |
|    clip_range           | 0.2         |
|    entropy_loss         | 4.38        |
|    explained_variance   | -54.9       |
|    learning_rate        | 1e-05       |
|    loss                 | 2.48        |
|    n_updates            | 60          |
|    policy_gradient_loss | -0.0059     |
|    std                  | 0.2         |
|    value_loss           | 4.57        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 26.5         |
|    ep_reward_mean       | 8.64         |
|    mimic_body_reward    | 0.0301       |
|    mimic_body_vel_re... | 0.00319      |
|    mimic_contact_reward | 0.028        |
|    mimic_ee_reward      | 0.00819      |
|    mimic_qpos_reward    | 0.161        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 364          |
|    iterations           | 22           |
|    time_elapsed         | 247          |
|    total_timesteps      | 90112        |
| train/                  |              |
|    approx_kl            | 0.0027146663 |
|    clip_fraction        | 0.0061       |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -42.2        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.58         |
|    n_updates            | 63           |
|    policy_gradient_loss | -0.00551     |
|    std                  | 0.2          |
|    value_loss           | 4.81         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 25.8         |
|    ep_reward_mean       | 8.53         |
|    mimic_body_reward    | 0.0417       |
|    mimic_body_vel_re... | 0.0155       |
|    mimic_contact_reward | 0.034        |
|    mimic_ee_reward      | 0.00872      |
|    mimic_qpos_reward    | 0.163        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 364          |
|    iterations           | 23           |
|    time_elapsed         | 258          |
|    total_timesteps      | 94208        |
| train/                  |              |
|    approx_kl            | 0.0076972246 |
|    clip_fraction        | 0.0124       |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -34.4        |
|    learning_rate        | 1e-05        |
|    loss                 | 1.99         |
|    n_updates            | 66           |
|    policy_gradient_loss | -0.00657     |
|    std                  | 0.2          |
|    value_loss           | 4.54         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 25.8        |
|    ep_reward_mean       | 8.41        |
|    mimic_body_reward    | 0.0736      |
|    mimic_body_vel_re... | 0.0116      |
|    mimic_contact_reward | 0.054       |
|    mimic_ee_reward      | 0.00989     |
|    mimic_qpos_reward    | 0.176       |
|    mimic_qvel_reward    | 0           |
| time/                   |             |
|    fps                  | 364         |
|    iterations           | 24          |
|    time_elapsed         | 269         |
|    total_timesteps      | 98304       |
| train/                  |             |
|    approx_kl            | 0.009980081 |
|    clip_fraction        | 0.0206      |
|    clip_range           | 0.2         |
|    entropy_loss         | 4.38        |
|    explained_variance   | -29.4       |
|    learning_rate        | 1e-05       |
|    loss                 | 2.06        |
|    n_updates            | 69          |
|    policy_gradient_loss | -0.00738    |
|    std                  | 0.2         |
|    value_loss           | 4.41        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 26.1        |
|    ep_reward_mean       | 8.68        |
|    mimic_body_reward    | 0.0682      |
|    mimic_body_vel_re... | 0.0173      |
|    mimic_contact_reward | 0.05        |
|    mimic_ee_reward      | 0.00958     |
|    mimic_qpos_reward    | 0.169       |
|    mimic_qvel_reward    | 0           |
| time/                   |             |
|    fps                  | 364         |
|    iterations           | 25          |
|    time_elapsed         | 280         |
|    total_timesteps      | 102400      |
| train/                  |             |
|    approx_kl            | 0.008276859 |
|    clip_fraction        | 0.0283      |
|    clip_range           | 0.2         |
|    entropy_loss         | 4.38        |
|    explained_variance   | -23         |
|    learning_rate        | 1e-05       |
|    loss                 | 2.06        |
|    n_updates            | 72          |
|    policy_gradient_loss | -0.00737    |
|    std                  | 0.2         |
|    value_loss           | 4.25        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 27.5         |
|    ep_reward_mean       | 8.97         |
|    mimic_body_reward    | 0.0933       |
|    mimic_body_vel_re... | 0.0139       |
|    mimic_contact_reward | 0.048        |
|    mimic_ee_reward      | 0.0163       |
|    mimic_qpos_reward    | 0.196        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 364          |
|    iterations           | 26           |
|    time_elapsed         | 291          |
|    total_timesteps      | 106496       |
| train/                  |              |
|    approx_kl            | 0.0066904123 |
|    clip_fraction        | 0.0189       |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -18.1        |
|    learning_rate        | 1e-05        |
|    loss                 | 2.2          |
|    n_updates            | 75           |
|    policy_gradient_loss | -0.00658     |
|    std                  | 0.2          |
|    value_loss           | 4.06         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 26.4         |
|    ep_reward_mean       | 8.61         |
|    mimic_body_reward    | 0.0499       |
|    mimic_body_vel_re... | 0.0092       |
|    mimic_contact_reward | 0.07         |
|    mimic_ee_reward      | 0.0123       |
|    mimic_qpos_reward    | 0.174        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 365          |
|    iterations           | 27           |
|    time_elapsed         | 302          |
|    total_timesteps      | 110592       |
| train/                  |              |
|    approx_kl            | 0.0046695434 |
|    clip_fraction        | 0.0048       |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -14.7        |
|    learning_rate        | 1e-05        |
|    loss                 | 1.76         |
|    n_updates            | 78           |
|    policy_gradient_loss | -0.00522     |
|    std                  | 0.2          |
|    value_loss           | 4.08         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 28.1        |
|    ep_reward_mean       | 9.12        |
|    mimic_body_reward    | 0.0352      |
|    mimic_body_vel_re... | 0.00511     |
|    mimic_contact_reward | 0.044       |
|    mimic_ee_reward      | 0.00918     |
|    mimic_qpos_reward    | 0.163       |
|    mimic_qvel_reward    | 0           |
| time/                   |             |
|    fps                  | 363         |
|    iterations           | 28          |
|    time_elapsed         | 315         |
|    total_timesteps      | 114688      |
| train/                  |             |
|    approx_kl            | 0.008960121 |
|    clip_fraction        | 0.0198      |
|    clip_range           | 0.2         |
|    entropy_loss         | 4.38        |
|    explained_variance   | -12.6       |
|    learning_rate        | 1e-05       |
|    loss                 | 1.78        |
|    n_updates            | 81          |
|    policy_gradient_loss | -0.00677    |
|    std                  | 0.2         |
|    value_loss           | 4           |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 26.7        |
|    ep_reward_mean       | 8.7         |
|    mimic_body_reward    | 0.0676      |
|    mimic_body_vel_re... | 0.0122      |
|    mimic_contact_reward | 0.044       |
|    mimic_ee_reward      | 0.0164      |
|    mimic_qpos_reward    | 0.181       |
|    mimic_qvel_reward    | 0           |
| time/                   |             |
|    fps                  | 362         |
|    iterations           | 29          |
|    time_elapsed         | 327         |
|    total_timesteps      | 118784      |
| train/                  |             |
|    approx_kl            | 0.010262921 |
|    clip_fraction        | 0.0225      |
|    clip_range           | 0.2         |
|    entropy_loss         | 4.38        |
|    explained_variance   | -11.9       |
|    learning_rate        | 1e-05       |
|    loss                 | 1.77        |
|    n_updates            | 84          |
|    policy_gradient_loss | -0.00798    |
|    std                  | 0.2         |
|    value_loss           | 4.21        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 27.8       |
|    ep_reward_mean       | 9.12       |
|    mimic_body_reward    | 0.0826     |
|    mimic_body_vel_re... | 0.0117     |
|    mimic_contact_reward | 0.05       |
|    mimic_ee_reward      | 0.00842    |
|    mimic_qpos_reward    | 0.176      |
|    mimic_qvel_reward    | 0          |
| time/                   |            |
|    fps                  | 363        |
|    iterations           | 30         |
|    time_elapsed         | 338        |
|    total_timesteps      | 122880     |
| train/                  |            |
|    approx_kl            | 0.00829524 |
|    clip_fraction        | 0.0234     |
|    clip_range           | 0.2        |
|    entropy_loss         | 4.38       |
|    explained_variance   | -8.96      |
|    learning_rate        | 1e-05      |
|    loss                 | 2.43       |
|    n_updates            | 87         |
|    policy_gradient_loss | -0.00756   |
|    std                  | 0.2        |
|    value_loss           | 4.2        |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 28.4         |
|    ep_reward_mean       | 9.3          |
|    mimic_body_reward    | 0.0603       |
|    mimic_body_vel_re... | 0.00893      |
|    mimic_contact_reward | 0.04         |
|    mimic_ee_reward      | 0.0118       |
|    mimic_qpos_reward    | 0.183        |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 363          |
|    iterations           | 31           |
|    time_elapsed         | 349          |
|    total_timesteps      | 126976       |
| train/                  |              |
|    approx_kl            | 0.0047582723 |
|    clip_fraction        | 0.0145       |
|    clip_range           | 0.2          |
|    entropy_loss         | 4.38         |
|    explained_variance   | -6.73        |
|    learning_rate        | 1e-05        |
|    loss                 | 1.81         |
|    n_updates            | 90           |
|    policy_gradient_loss | -0.00669     |
|    std                  | 0.2          |
|    value_loss           | 3.91         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 29          |
|    ep_reward_mean       | 9.46        |
|    mimic_body_reward    | 0.0455      |
|    mimic_body_vel_re... | 0.00863     |
|    mimic_contact_reward | 0.04        |
|    mimic_ee_reward      | 0.0103      |
|    mimic_qpos_reward    | 0.167       |
|    mimic_qvel_reward    | 0           |
| time/                   |             |
|    fps                  | 363         |
|    iterations           | 32          |
|    time_elapsed         | 360         |
|    total_timesteps      | 131072      |
| train/                  |             |
|    approx_kl            | 0.004050782 |
|    clip_fraction        | 0.0108      |
|    clip_range           | 0.2         |
|    entropy_loss         | 4.38        |
|    explained_variance   | -6.46       |
|    learning_rate        | 1e-05       |
|    loss                 | 1.97        |
|    n_updates            | 93          |
|    policy_gradient_loss | -0.00652    |
|    std                  | 0.2         |
|    value_loss           | 4.14        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 29.7         |
|    ep_reward_mean       | 9.54         |
|    mimic_body_reward    | 0.0678       |
|    mimic_body_vel_re... | 0.0144       |
|    mimic_contact_reward | 0.028        |
|    mimic_ee_reward      | 0.0156       |
|    mimic_qpos_reward    | 0.17         |
|    mimic_qvel_reward    | 0            |
| time/                   |              |
|    fps                  | 364          |
|    iterations           | 33           |
|    time_elapsed         | 371          |
|    total_timesteps      | 135168       |
